Unnamed: 0,lemma_1,lemma_2,year,genre,source,text,clean_text,sentence_key
347,hurt,feeling,2012,BLOG,checklistmommy.com,"daaaare you accuse me....? "" Parents don't care about you and your hurt feelings. They care about keeping their kids safe. And statistics say that strange","daaaare you accuse me....? "" Parents don't care about you and your hurt feelings. They care about keeping their kids safe. And statistics say that strange",a8d5d6095cf3d3953b630267d0e1d987
348,hurt,feeling,2012,BLOG,huffingtonpost.com,the two sides in the conflict as equals. Lay aside all the causes for hurt feelings that Hamas has; it doesn't change the fact that they are an,the two sides in the conflict as equals. Lay aside all the causes for hurt feelings that Hamas has; it doesn't change the fact that they are an,dbfaedcd4ad8ae5e78bcc5cd9c8a34a1
349,hurt,feeling,2012,BLOG,mediaite.com,"We are all Osama! "" # And Obama sympathizes with the animals' "" hurt feelings "" about a video no one saw. This lying coward needs to go","We are all Osama! "" # And Obama sympathizes with the animals' "" hurt feelings "" about a video no one saw. This lying coward needs to go",48c9a4a8cb3f9f1eea91c1678ec52fff
350,hurt,feeling,2012,BLOG,...ationshipyouwant.com,"proverbial belt buckle..... and i would do all the things many woman do.... hurt feelings, self loathing, resentment towards myself and him... if i could just","proverbial belt buckle..... and i would do all the things many woman do.... hurt feelings, self loathing, resentment towards myself and him... if i could just",b2a56b6a2f9ed22bac189ac039f2cfd8
351,hurt,feeling,2012,BLOG,...erfamilybusiness.com,"season five Dean was shown as being hurt by that in DSOTM. Dean's hurt feelings are the main point, not that Sam wanted to be happy. Dean","season five Dean was shown as being hurt by that in DSOTM. Dean's hurt feelings are the main point, not that Sam wanted to be happy. Dean",e1f3191221c3aee55981c7b0bed821a5
352,hurt,feeling,2012,BLOG,clevescene.com,"as a handful of other Cleveland chefs. # Naturally, there were plenty of hurt feelings, from both chefs and residents hoping to take part in the momentous celebration","as a handful of other Cleveland chefs. # Naturally, there were plenty of hurt feelings, from both chefs and residents hoping to take part in the momentous celebration",a4d5863285a195b275760c8f0ca9fc65
353,hurt,feeling,2012,BLOG,ryankellymusic.com,", Broken Things is healing my widows heart, Everything I Do is healing my hurt feelings when I feel invisible and unappreciated and seeing how you are getting stronger day",", Broken Things is healing my widows heart, Everything I Do is healing my hurt feelings when I feel invisible and unappreciated and seeing how you are getting stronger day",8df6a21bce8ef0b6fef56fbcf093b5fc
354,hurt,feeling,2012,BLOG,metafilter.com,"rather than disdain for the various components of our community. Still, a "" hurt feelings "" test is impossible to comply with while maintaining the fearless pursuit of truth","rather than disdain for the various components of our community. Still, a "" hurt feelings "" test is impossible to comply with while maintaining the fearless pursuit of truth",c11c309430b1836beb9594f0fbb2a4c1
355,hurt,feeling,2012,BLOG,metafilter.com,of see where they're coming from if I tilt my head a bit. Hurt feelings wouldn't be reason enough to curtail speech. Hate speech laws are not,of see where they're coming from if I tilt my head a bit. Hurt feelings wouldn't be reason enough to curtail speech. Hate speech laws are not,4ff7f949dca856ccae55048d89c38186
356,hurt,feeling,2012,BLOG,metafilter.com,wouldn't be reason enough to curtail speech. Hate speech laws are not about hurt feelings. posted by emmtee at 11:11 PM on August 10 3 favorites # Well,wouldn't be reason enough to curtail speech. Hate speech laws are not about hurt feelings. posted by emmtee at 11:11 PM on August 10 3 favorites # Well,f7e3b4db277b42322f08cf095ad58651
357,hurt,feeling,2012,BLOG,metafilter.com,at 11:15 PM on August 10 2 favorites # Hate speech laws are not about hurt feelings. # What do you mean? Seems to me that's exactly what,at 11:15 PM on August 10 2 favorites # Hate speech laws are not about hurt feelings. # What do you mean? Seems to me that's exactly what,723c76064b4c64946d03c27861b6b461
358,hurt,feeling,2012,BLOG,metafilter.com,", but I don't think it's that common as the primary reason. Hurt feelings being the worst thing ever is for privileged people. Members of oppressed groups",", but I don't think it's that common as the primary reason. Hurt feelings being the worst thing ever is for privileged people. Members of oppressed groups",e4872ff9de09b0d6afd3b73a64956898
359,hurt,feeling,2012,BLOG,metafilter.com,of see where they're coming from if I tilt my head a bit. Hurt feelings wouldn't be reason enough to curtail speech. Hate speech laws are not,of see where they're coming from if I tilt my head a bit. Hurt feelings wouldn't be reason enough to curtail speech. Hate speech laws are not,4ff7f949dca856ccae55048d89c38186
360,hurt,feeling,2012,BLOG,metafilter.com,wouldn't be reason enough to curtail speech. Hate speech laws are not about hurt feelings. # (1) It is unlawful for a person to do an,wouldn't be reason enough to curtail speech. Hate speech laws are not about hurt feelings. # (1) It is unlawful for a person to do an,9db08110e2ec87fc3e388e17ae75355c
361,hurt,feeling,2012,BLOG,...atalk.metafilter.com,the wherewithal to ignore or glide over them and it comes at the cost of hurt feelings and upset. And whilst it's true that we as a community are,the wherewithal to ignore or glide over them and it comes at the cost of hurt feelings and upset. And whilst it's true that we as a community are,576b99b4f43dcb870c7e4e13245d50c4
362,hurt,feeling,2012,BLOG,...ilmschoolrejects.com,"co-stars give this story of love, loss, unrequited love, party shenanigans and hurt feelings a great deal of charm and verve, reminiscent of 90s ensemble comedies like","co-stars give this story of love, loss, unrequited love, party shenanigans and hurt feelings a great deal of charm and verve, reminiscent of 90s ensemble comedies like",325cd3bcda056811469bcfca3c569962
363,hurt,feeling,2012,BLOG,juancole.com,the news... Sarah Palin comes to mind when I think of the protesters with hurt feelings... she always wants to be a victim... I appreciate more than I,the news... Sarah Palin comes to mind when I think of the protesters with hurt feelings... she always wants to be a victim... I appreciate more than I,9b9dbc32eb0b55861c15b539cff3c29f
364,hurt,feeling,2012,BLOG,thehairpin.com,! what to do?! how to do???? confrontation means hurt feelings! hurt feelings mean I am a monster! avoid avoid avoid OR TMI,! what to do?! how to do???? confrontation means hurt feelings! hurt feelings mean I am a monster! avoid avoid avoid OR TMI,4ca32f64eb6f5582af0b86567e9da6cc
365,hurt,feeling,2012,BLOG,dappered.com,. No one ever felt relaxed after a whirlwind tour of desperately trying to prevent hurt feelings. If these people are getting offended because you're not killing yourself to,. No one ever felt relaxed after a whirlwind tour of desperately trying to prevent hurt feelings. If these people are getting offended because you're not killing yourself to,3f61c2757f490b9c7a49874780c7f0f8
366,hurt,feeling,2012,BLOG,...edoingit.typepad.com,"were not to purposely hurt anyone else but to make herself happy... even though hurt feelings would naturally be a byproduct of her decision. Yet in the end,","were not to purposely hurt anyone else but to make herself happy... even though hurt feelings would naturally be a byproduct of her decision. Yet in the end,",41b5aefe4471163f5e43a43596fcdf8b
367,hurt,feeling,2012,BLOG,...edoingit.typepad.com,"happy. In fact, you should do what makes you happy! Yes, hurt feelings may be a byproduct of your decision, but purposely hurting another is not","happy. In fact, you should do what makes you happy! Yes, hurt feelings may be a byproduct of your decision, but purposely hurting another is not",5379a0633cfa38abf2de921ea9d08845
368,hurt,feeling,2012,BLOG,patheos.com,"too important to hobble with arcane rules and too much of a focus on avoiding hurt feelings. Just so we're clear, this stands in marked contrast to something","too important to hobble with arcane rules and too much of a focus on avoiding hurt feelings. Just so we're clear, this stands in marked contrast to something",807148fa03161268287b658e421d2da7
369,hurt,feeling,2012,BLOG,patheos.com,". The Muhammad Cartoons are offensive, but the point they make is worth the hurt feelings since they affirm the vital freedoms of (and from) religion, speech",". The Muhammad Cartoons are offensive, but the point they make is worth the hurt feelings since they affirm the vital freedoms of (and from) religion, speech",cc4ce328c557bad4073b7ab408eeaf52
370,hurt,feeling,2012,BLOG,dropera.blogspot.com,Maybe one of the artists has chronic halitosis; maybe there've been spats and hurt feelings; maybe they just don't mesh. # But I'd put my,Maybe one of the artists has chronic halitosis; maybe there've been spats and hurt feelings; maybe they just don't mesh. # But I'd put my,460b75dd3640b429e43539567d5cc8ed
371,hurt,feeling,2012,BLOG,...endell.wordpress.com,"It is why I can work around the ingratitude, the inequity and sometimes the hurt feelings. Keep moving. Sometimes it is forward, sometimes sideways and sometimes backwards","It is why I can work around the ingratitude, the inequity and sometimes the hurt feelings. Keep moving. Sometimes it is forward, sometimes sideways and sometimes backwards",b694f721fe1db05ad3dd30b22f2bef77
372,hurt,feeling,2012,BLOG,blogs.hbr.org,"or loss. Naomi's experiments at UCLA showed that taking Tylenol actually reduced "" hurt feelings "" -- experiences of social isolation and rejection. # Feeling connected is intrinsically","or loss. Naomi's experiments at UCLA showed that taking Tylenol actually reduced "" hurt feelings "" -- experiences of social isolation and rejection. # Feeling connected is intrinsically",983801afb52c3f20e9eec6a8399c061e
373,hurt,feeling,2012,BLOG,...erfamilybusiness.com (1),"mostly to the premise this show was based upon. # Wanting normal, hurt feelings, crying tears over the losses encountered for repeatedly saving the world makes a","mostly to the premise this show was based upon. # Wanting normal, hurt feelings, crying tears over the losses encountered for repeatedly saving the world makes a",f77acd6b94b062669b3bf0cd3e7b140c
374,hurt,feeling,2012,BLOG,rookiemag.com,"directed towards a white person does not usually have any implications more serious than seriously hurt feelings. For this reason, many people have argued that racism towards white people","directed towards a white person does not usually have any implications more serious than seriously hurt feelings. For this reason, many people have argued that racism towards white people",3d1e020f9536cf576fc59addd99d4acd
375,hurt,feeling,2012,BLOG,alameda.patch.com,". There's no harmful residue and the ants themselves aren't harmed except for hurt feelings. # 2 tablespoons of Boric acid (Walgreens, hardware store etc)",". There's no harmful residue and the ants themselves aren't harmed except for hurt feelings. # 2 tablespoons of Boric acid (Walgreens, hardware store etc)",554f5c923600075b8bc49acd946e644c
376,hurt,feeling,2012,BLOG,askamanager.org,"above) -- she erred there. # My implication was not that you specifically hurt feelings with your response, I think it detailed what would be the best course","above) -- she erred there. # My implication was not that you specifically hurt feelings with your response, I think it detailed what would be the best course",29a3d18d6a55ebbd60b0fc3bf9bd464f
377,hurt,feeling,2012,BLOG,askamanager.org,I think that a lot of what the sister is responding to is really those hurt feelings. I think when the wounds heal a little she'll realize that this,I think that a lot of what the sister is responding to is really those hurt feelings. I think when the wounds heal a little she'll realize that this,87f61a69ff430ca00d3932a4f2f028dc
378,hurt,feeling,2012,WEB,deadline.com,"what you or I think because we aren't out there killing people over our hurt feelings. # Comment by gord -- Saturday September 15, 2012  8:03pm PDT","what you or I think because we aren't out there killing people over our hurt feelings. # Comment by gord -- Saturday September 15, 2012 8:03pm PDT",d49ed944778764d142238e365bba8a61
379,hurt,feeling,2012,WEB,amazon.com,"that the story delves deep into the many complications and ironies that people experience over hurt feelings and damaged relationships. However, one will still enjoy some light comedic parts","that the story delves deep into the many complications and ironies that people experience over hurt feelings and damaged relationships. However, one will still enjoy some light comedic parts",b86f4e65c95d7c3086135bd25499e522
380,hurt,feeling,2012,WEB,fourhourworkweek.com,"and impressions of people we encounter on a day-to-day basis which result in misunderstandings, hurt feelings and arguments. Whether the interaction is with our parents, siblings, spouse","and impressions of people we encounter on a day-to-day basis which result in misunderstandings, hurt feelings and arguments. Whether the interaction is with our parents, siblings, spouse",044dda91f00d15a401ef66c0f587367a
381,hurt,feeling,2012,WEB,dailycal.org,"complicated, and that it's totally possible for both parties to leave relationships with hurt feelings, or not (either can be great), and while it's","complicated, and that it's totally possible for both parties to leave relationships with hurt feelings, or not (either can be great), and while it's",1fb82bed385167a6ba1166f922054fc4
382,hurt,feeling,2012,WEB,huffingtonpost.com,"understand why people would fight about this. It isn't worth the argument or hurt feelings. There is a wise saying "" Pick your battles, wisely "" and","understand why people would fight about this. It isn't worth the argument or hurt feelings. There is a wise saying "" Pick your battles, wisely "" and",fa14441ec9ae5574dd19ab44d87d0458
383,hurt,feeling,2012,WEB,...lthouse.blogspot.com,"Poles have the right to expect a correction, spare me any sympathy for their hurt feelings. It is a LOT more than just a few people complicit with the","Poles have the right to expect a correction, spare me any sympathy for their hurt feelings. It is a LOT more than just a few people complicit with the",ed787e96caf1d4baca4a84ae23aa8a6b
384,hurt,feeling,2012,WEB,...lthouse.blogspot.com,"Poles have the right to expect a correction, spare me any sympathy for their hurt feelings. # I'm not about to try to defend the Polish or discuss","Poles have the right to expect a correction, spare me any sympathy for their hurt feelings. # I'm not about to try to defend the Polish or discuss",55cd8feedefc08cc9d535a23f043da7e
385,hurt,feeling,2012,WEB,wrongplanet.net,"you're more attracted? # I know you don't want the hassle and hurt feelings of breaking up, but in the long run, staying together with your","you're more attracted? # I know you don't want the hassle and hurt feelings of breaking up, but in the long run, staying together with your",e5ec868aff53d303dc373925e013c6ac
386,hurt,feeling,2012,WEB,whatbookisthat.com,employees were horribly murdered. This means they're going to have to confront their hurt feelings and their history and figure out whether their relationship is salvageable. Both of,employees were horribly murdered. This means they're going to have to confront their hurt feelings and their history and figure out whether their relationship is salvageable. Both of,3a2e6eabd8ea4351e4b4581f8ee953c4
387,hurt,feeling,2012,WEB,marriagebuilders.com,"couples go through as they try to adjust to each other's emotional reactions. Hurt feelings are the most common, but depression, anger, panic, paranoia and","couples go through as they try to adjust to each other's emotional reactions. Hurt feelings are the most common, but depression, anger, panic, paranoia and",e3916497191245674e6a1ac47c05b01c
388,hurt,feeling,2012,WEB,captainawkward.com,a bit. I know there's no way out of this without drama and hurt feelings and awkwardness. I just don't know what to do. Do I,a bit. I know there's no way out of this without drama and hurt feelings and awkwardness. I just don't know what to do. Do I,d1a86dffb798d794258172aa148ce9ec
389,hurt,feeling,2012,WEB,captainawkward.com,", it's your safety that's most important: not the creeper's' hurt feelings' (and when is that ever an acceptable excuse), not your",", it's your safety that's most important: not the creeper's' hurt feelings' (and when is that ever an acceptable excuse), not your",5fef376b487963af29d2d596c7787cb8
390,hurt,feeling,2012,WEB,captainawkward.com,definitely pushes some boundaries and then is offended if I get offended. Cuz his hurt feelings about his bad joke are obviously more important than my feelings that he hurt,definitely pushes some boundaries and then is offended if I get offended. Cuz his hurt feelings about his bad joke are obviously more important than my feelings that he hurt,cfc8043cabff4c9bbddfc004e1c130c6
391,hurt,feeling,2012,WEB,ask.metafilter.com,uncomfortable feelings until they go away. # And now you're responsible for his hurt feelings because you were frightened when he turned up out of the blue WITH A,uncomfortable feelings until they go away. # And now you're responsible for his hurt feelings because you were frightened when he turned up out of the blue WITH A,518690e1075677682b32ba6aea8b9023
392,hurt,feeling,2012,WEB,forbes.com,"however, especially if there are children in the mix. By setting aside the hurt feelings and working through the practical aspects of getting the divorce finalized, you can","however, especially if there are children in the mix. By setting aside the hurt feelings and working through the practical aspects of getting the divorce finalized, you can",15ca7f65bf723a91bd09b0cecfe84e5d
393,hurt,feeling,2012,WEB,askamanager.org,"and such? When I picture that scenario, there are still not as many hurt feelings as when an employee is let go, even if they know they can","and such? When I picture that scenario, there are still not as many hurt feelings as when an employee is let go, even if they know they can",dbf038b92480869a7a93b2b983939409
394,hurt,feeling,2012,WEB,askamanager.org,"lot of managers do take it personally. # I just think financial trauma trumps hurt feelings. If I were fired today I would feel hurt, betrayed, angry","lot of managers do take it personally. # I just think financial trauma trumps hurt feelings. If I were fired today I would feel hurt, betrayed, angry",c14a91bd61a1577933f21a336b6c3ea0
395,hurt,feeling,2012,WEB,copyblogger.com,"us. And if there's something we aren't sharing, there can be hurt feelings. # I was glad she stepped up and respectfully let us know.","us. And if there's something we aren't sharing, there can be hurt feelings. # I was glad she stepped up and respectfully let us know.",7addbc6572a6cd3cacaf741872a285e7
396,hurt,feeling,2012,WEB,esr.ibiblio.org,"acts in a fanatical fashion, what real harm (i.e. let's exclude "" hurt feelings "" or "" truth "") is done by that? What interests about","acts in a fanatical fashion, what real harm (i.e. let's exclude "" hurt feelings "" or "" truth "") is done by that? What interests about",7158627f094062b39976d54661efe2f8
397,hurt,feeling,2012,WEB,drlauraberman.com,"emotional consequences. While romance brings us joy, it also brings our share of hurt feelings and broken hearts -- and it can also bring diseases, some incurable.","emotional consequences. While romance brings us joy, it also brings our share of hurt feelings and broken hearts -- and it can also bring diseases, some incurable.",ba3d68842ae7c319ff2b138f69b24c14
398,hurt,feeling,2012,WEB,superherolife.com,"still let her know just how I truly felt/ feel. Perceptions, projections, hurt feelings, disappointments, frustrations, loss, truth/ heart of the matter..","still let her know just how I truly felt/ feel. Perceptions, projections, hurt feelings, disappointments, frustrations, loss, truth/ heart of the matter..",32911fe8502e3168bbae9b1071b64b77
399,hurt,feeling,2012,WEB,wikihow.com,what they say. Communication is the keyword. # 4 # Time heals. Hurt feelings can make people unable to reason well. Many people react when they are,what they say. Communication is the keyword. # 4 # Time heals. Hurt feelings can make people unable to reason well. Many people react when they are,a151f56797d090815eedb8fb4128463c
400,hurt,feeling,2012,WEB,...oducer.wordpress.com,"should be mature and handle things in an adult manner, get over my petty hurt feelings, talk to J and tell him that I'm having issue with him","should be mature and handle things in an adult manner, get over my petty hurt feelings, talk to J and tell him that I'm having issue with him",c7b9bc1c23f47d639b6644fcf1d41b0e
401,hurt,feeling,2012,WEB,deeperstory.com,was both fair and convicting in all the right places. Leaving Catholicism caused deep hurt feelings and worries amongst friends and family for me as well. And I understand,was both fair and convicting in all the right places. Leaving Catholicism caused deep hurt feelings and worries amongst friends and family for me as well. And I understand,33f2270e44831f3f3dd2c808a8bf0890
402,hurt,feeling,2012,WEB,todaysletters.com,. We try and keep short accounts with one other by sharing our disappointments and hurt feelings. This isn't always easy but it's necessary in maintaining marital oneness,. We try and keep short accounts with one other by sharing our disappointments and hurt feelings. This isn't always easy but it's necessary in maintaining marital oneness,8e69daa661b798ac599eeb28a76351d6
403,hurt,feeling,2012,WEB,patheos.com,"somebody did something wrong. Yes, this can help us let go of our hurt feelings sometimes, but forgiveness is choosing before God to let go of the offense","somebody did something wrong. Yes, this can help us let go of our hurt feelings sometimes, but forgiveness is choosing before God to let go of the offense",7ab5ff99633318d9cdb79707551fb6fb
404,hurt,feeling,2012,WEB,...utsmile.blogspot.com,", but it doesn't have to escalate into a screaming match that ends in hurt feelings and bitterness. Be respectful of others, both when addressing differences and when",", but it doesn't have to escalate into a screaming match that ends in hurt feelings and bitterness. Be respectful of others, both when addressing differences and when",caa75e6c67a7b43d485845e204b709c6
405,hurt,feeling,2012,WEB,...lltalk.nbcsports.com,"young team that is improving every week, if you discount them now over your hurt feelings, you will see for yourself soon enough. They are good, deep","young team that is improving every week, if you discount them now over your hurt feelings, you will see for yourself soon enough. They are good, deep",3ba9efcc3cafcdbf59518abbc2aca647
406,hurt,feeling,2012,WEB,waxy.org,"comes out. It could be a good move for you professionally to leave the hurt feelings aside on this one and make lemonade (or a gin and tonic,","comes out. It could be a good move for you professionally to leave the hurt feelings aside on this one and make lemonade (or a gin and tonic,",b2280ca7993f04e7967af1c38300d369
407,hurt,feeling,2012,WEB,waxy.org,Robin Hood will be released in a similar fashion (although hopefully without all the hurt feelings). # Amy Briggs Being an 11 year old boy at the time,Robin Hood will be released in a similar fashion (although hopefully without all the hurt feelings). # Amy Briggs Being an 11 year old boy at the time,97cb1653e098e0a5838cf23612cdde3d
408,hurt,feeling,2012,WEB,thestranger.com,"support anti-bullying programs in schools. Effective ones, not just ones that whine about hurt feelings and so forth... think of your own stuff! # Non-LGBT People Who","support anti-bullying programs in schools. Effective ones, not just ones that whine about hurt feelings and so forth... think of your own stuff! # Non-LGBT People Who",a97bd43e392c631afa0169384bcc0815
409,hurt,feeling,2012,WEB,...esspace.blogspot.com,out of his study all afternoon and I didn't go up. Despite my hurt feelings I still hoped Tom was catching a catnap and I didn't want to,out of his study all afternoon and I didn't go up. Despite my hurt feelings I still hoped Tom was catching a catnap and I didn't want to,239ef977738602c231dcda8d4e21c725
410,hurt,feeling,2012,WEB,arikhanson.com,"productive -- they generally don't change minds while they open the possibility of engendering hurt feelings and mistrust. # Mostly, I feel it's none of my business","productive -- they generally don't change minds while they open the possibility of engendering hurt feelings and mistrust. # Mostly, I feel it's none of my business",ff3bf00d5c49db28b625dc3fe726524d
411,hurt,feeling,2012,WEB,suntimes.com,"There was yelling from his side of the auditorium and much cowering, anger and hurt feelings on the other side. # But all he really wanted was to locate","There was yelling from his side of the auditorium and much cowering, anger and hurt feelings on the other side. # But all he really wanted was to locate",70b5790cc2bacc4fa036b15b0008ac69
412,hurt,feeling,2012,WEB,tvtropes.org,"true for healthy and communicative romantic relationships, where calmly explicit expression of one's hurt feelings is preferred to cryptic allusions or overly dramatic acts of retribution. # Some","true for healthy and communicative romantic relationships, where calmly explicit expression of one's hurt feelings is preferred to cryptic allusions or overly dramatic acts of retribution. # Some",373686ff752a0c0c646039509669dbbf
413,hurt,feeling,2012,WEB,...iewsfromthecouch.com,", then the appropriate response is to apologize and not do it again, because hurt feelings were not your intention. Whoever is being teased is not required to grow",", then the appropriate response is to apologize and not do it again, because hurt feelings were not your intention. Whoever is being teased is not required to grow",4907863fc140ff5dce26e925f2ba93f3
414,hurt,feeling,2012,WEB,wikihow.com,"you can persuade him that it's for the best rather than him leaving with hurt feelings. By persuading him round to the same opinion as you, you can","you can persuade him that it's for the best rather than him leaving with hurt feelings. By persuading him round to the same opinion as you, you can",190f39f222d46e8bd93fa6b67f833c5a
415,hurt,feeling,2012,WEB,cupidblogger.com,"#7 Don't be part of the drama # A guy with wounded pride and hurt feelings can get verbally abusive, so try to calm the situation with silence.","#7 Don't be part of the drama # A guy with wounded pride and hurt feelings can get verbally abusive, so try to calm the situation with silence.",a9506c06f0f657ebec75fb3f3712dd33
416,hurt,feeling,2012,WEB,turfshowtimes.com,criticism out of the realm of personal attack). # Those of you getting hurt feelings at the first mention of Bradford's struggles are experiencing the same thing.,criticism out of the realm of personal attack). # Those of you getting hurt feelings at the first mention of Bradford's struggles are experiencing the same thing.,c49f0337a88ab1da4da79a20826dddef
417,hurt,feeling,2012,WEB,thinksimplenow.com,okay with my timeline stayed and the ones who weren't went away. No hurt feelings and everyone wins. # Many of us have latched onto this concept of,okay with my timeline stayed and the ones who weren't went away. No hurt feelings and everyone wins. # Many of us have latched onto this concept of,a91841c012ab1806347dd38fcfd538eb
418,hurt,feeling,2012,WEB,thinksimplenow.com,"sat down with, or phoned, several of my ex-boyfriends, and apologized for hurt feelings I may have caused, and expressed and forgave them for my own hurt","sat down with, or phoned, several of my ex-boyfriends, and apologized for hurt feelings I may have caused, and expressed and forgave them for my own hurt",4df928501210966d0414f13a609bc2ed
419,hurt,feeling,2012,WEB,thinksimplenow.com,"hurt feelings I may have caused, and expressed and forgave them for my own hurt feelings from the relationship. This experience brought closure to those relationships, removed the","hurt feelings I may have caused, and expressed and forgave them for my own hurt feelings from the relationship. This experience brought closure to those relationships, removed the",564f121f1c54a64206aeeb98f5092c0a
420,hurt,feeling,2012,WEB,thepowerhour.com,"exhibit in New York because I feel my First Amendment rights should override someone's hurt feelings, "" D'Antuono told Fox News. "" We should celebrate the fact that","exhibit in New York because I feel my First Amendment rights should override someone's hurt feelings, "" D'Antuono told Fox News. "" We should celebrate the fact that",70e2b2af6ce425758d98119738a5613d
421,hurt,feeling,2012,WEB,...eartlibertarians.com,the hermeneutically suspicious stuff on another. They have to mix. (This causes hurt feelings. Then the seminar discussion goes worse. I'm sorry about that.,the hermeneutically suspicious stuff on another. They have to mix. (This causes hurt feelings. Then the seminar discussion goes worse. I'm sorry about that.,cc50fe070c2f467fae5dc0c42205a340
422,hurt,feeling,2012,WEB,...isreview.typepad.com,video and end with the United States forfeiting its Bill of Rights to appease the hurt feelings of the Muslim Brotherhood. # Be certain of this. When it comes,video and end with the United States forfeiting its Bill of Rights to appease the hurt feelings of the Muslim Brotherhood. # Be certain of this. When it comes,e0e2acf110458d8648fb09d121a6a90b
423,hurt,feeling,2012,WEB,skepchick.org,"least, is the more aggressive and vitriolic person. If I did play the hurt feelings card, I'd have a lot more ammunition than you would. #","least, is the more aggressive and vitriolic person. If I did play the hurt feelings card, I'd have a lot more ammunition than you would. #",bcb1dd0b6e33e8b62ac725387fc707d0
424,hurt,feeling,2012,WEB,mrfreestuff.com (1),. Try to make sure all children have a chance to win to avoid hurt feelings. Supplies: various obstacles # Decorate the Driveway with Dandelions Make sure you,. Try to make sure all children have a chance to win to avoid hurt feelings. Supplies: various obstacles # Decorate the Driveway with Dandelions Make sure you,4841ec6392caa95e3e621ab2b98b87c7
425,hurt,feeling,2012,WEB,baselinescenario.com,"reproof, that Judas Iscariot finally made up his mind to seek revenge for his hurt feelings. Many times had he entertained such ideas subconsciously, but now he dared","reproof, that Judas Iscariot finally made up his mind to seek revenge for his hurt feelings. Many times had he entertained such ideas subconsciously, but now he dared",748d2a48cb5af3a36f46fa3f25e9f228
426,hurt,feeling,2012,WEB,tvtropes.org,"Fortunately, Jeeves is smart enough to cleverly get rid of such visitors with no hurt feelings. # On more than one occasion, Bertie admits in his narration that","Fortunately, Jeeves is smart enough to cleverly get rid of such visitors with no hurt feelings. # On more than one occasion, Bertie admits in his narration that",273281e92217f03499aabd6015bd5c18
427,hurt,feeling,2012,WEB,lyricsmode.com,To come hold this heart of mine Promises unkept Boundaries overstepped Left alone with the hurt Feeling like my life Couldn't feel much worse CHORUS Then I saw the way,To come hold this heart of mine Promises unkept Boundaries overstepped Left alone with the hurt Feeling like my life Couldn't feel much worse CHORUS Then I saw the way,0c23b9b620cd7e9faa2fc09318b1a7fc
428,hurt,feeling,2012,WEB,abcnews.go.com,"self confidence and learning to love the real you, but that doesn't soothe hurt feelings. Confidence can only take just so much beating. My mother believed it","self confidence and learning to love the real you, but that doesn't soothe hurt feelings. Confidence can only take just so much beating. My mother believed it",da7e18bf7b154f2355e364956240e622
429,hurt,feeling,2012,WEB,whosoever.org,will guide me to communicate love to them in such a way to end their hurt feelings that caused them to hurt me. I am reminded in this phrase to,will guide me to communicate love to them in such a way to end their hurt feelings that caused them to hurt me. I am reminded in this phrase to,aa1d9aa34f1293a3d2cffe39c0f228e5
430,hurt,feeling,2012,WEB,nymag.com,"politicians, including Obama, who wanted to raise their taxes. # But besides hurt feelings and vague threats, the actual political and financial damage done to the Wall","politicians, including Obama, who wanted to raise their taxes. # But besides hurt feelings and vague threats, the actual political and financial damage done to the Wall",c7490586fbee35edde63001d1b919654
431,hurt,feeling,2012,WEB,freethoughtblogs.com,to get it the could ask or listen? Would have saved a lot of hurt feelings for all and they might genuinely learn something. # Or force them to,to get it the could ask or listen? Would have saved a lot of hurt feelings for all and they might genuinely learn something. # Or force them to,0f7cf7b2b747332c54fc9afbd7154604
432,hurt,feeling,2012,WEB,tmz.com,"evidence that the plaintiff (Steve Wynn) suffered any' shame, mortification or hurt feelings' as a result of watching the GMA interview of even that he knew","evidence that the plaintiff (Steve Wynn) suffered any' shame, mortification or hurt feelings' as a result of watching the GMA interview of even that he knew",1b01e2bfd6985b90aeeadd8ce186204d
433,hurt,feeling,2012,WEB,politics.alltop.com,Russert asked Pelosi -- in her 21st century moment of... # There are always hurt feelings after big elections. People on both sides are invested in their views and,Russert asked Pelosi -- in her 21st century moment of... # There are always hurt feelings after big elections. People on both sides are invested in their views and,272f08b02c3cd17f75758f7b36b470b8
434,hurt,feeling,2012,WEB,ilmk.wordpress.com,"a job, they got in the way and fogged things up with sex and hurt feelings and all the emotional baggage they carried around. One had to look out","a job, they got in the way and fogged things up with sex and hurt feelings and all the emotional baggage they carried around. One had to look out",e62bcee5e08f6e56a01a830b3cc13d0f
435,hurt,feeling,2012,WEB,...isworldisperfect.com,"diminishing the landscape, and those who are part of it. Cross words, hurt feelings, yesterday's "" best friend "" who for some reason today decides to","diminishing the landscape, and those who are part of it. Cross words, hurt feelings, yesterday's "" best friend "" who for some reason today decides to",26e8176b95c2ce9223da72002121c94f
436,hurt,feeling,2012,WEB,mauinow.com,"answer... deep # Fill Out The Form # They should just have some "" Hurt Feelings Reports "" available for those who think they need one. # 2)","answer... deep # Fill Out The Form # They should just have some "" Hurt Feelings Reports "" available for those who think they need one. # 2)",a31669a53c852506f5b1da52f1c1c826
437,hurt,feeling,2012,WEB,nerdfitness.com,", they're working WITH you to win that getaway rather than sabotaging you with hurt feelings, a puss n boots face, Pizza Hut, and ice cream.",", they're working WITH you to win that getaway rather than sabotaging you with hurt feelings, a puss n boots face, Pizza Hut, and ice cream.",40997202fc3dbf95221cdff3506e289c
