name,type,isFromLanguage,label,hasLemma
LexicalUnit_3077,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['David Suzuki.n'],['David Suzuki.n']
LexicalUnit_8436,"['LexicalUnit', 'NamedIndividual', 'LexicalUnit']",['English'],['authoritarianism.n'],['authoritarianism.n']
LexicalUnit_8747,"['LexicalUnit', 'NamedIndividual', 'LexicalUnit']",['English'],['voter.n eligibility'],['voter.n eligibility']
LexicalUnit_5722,"['LexicalUnit', 'NamedIndividual', 'LexicalUnit']",['English'],['methane.n'],['methane.n']
LexicalUnit_5402,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['fly.v'],['fly.v']
LexicalUnit_3071,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['tarpit.n'],['tarpit.n']
LexicalUnit_4922,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['non-transparent.a'],['non-transparent.a']
LexicalUnit_5544,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['slosh.v'],['slosh.v']
LexicalUnit_106,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['breeze.n'],['breeze.n']
LexicalUnit_8262,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['taut.a'],['taut.a']
LexicalUnit_3723,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['crunchy.a'],['crunchy.a']
LexicalUnit_2565,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['immunize.v'],['immunize.v']
LexicalUnit_1964,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['sanitize.v'],['sanitize.v']
LexicalUnit_1973,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['container.n'],['container.n']
LexicalUnit_4165,"['LexicalUnit', 'NamedIndividual', 'LexicalUnit']",['English'],['access.n to guns'],['access.n to guns']
LexicalUnit_6426,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['negativistic.a'],['negativistic.a']
LexicalUnit_3767,"['LexicalUnit', 'NamedIndividual', 'LexicalUnit']",['English'],['cut.v through'],['cut.v through']
LexicalUnit_2531,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['immune.a to'],['immune.a to']
LexicalUnit_2978,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['electricity.n'],['electricity.n']
LexicalUnit_8070,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['yummy.a'],['yummy.a']
LexicalUnit_7375,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['swivel.n'],['swivel.n']
LexicalUnit_6275,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['advance.v'],['advance.v']
LexicalUnit_6130,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['install.v'],['install.v']
LexicalUnit_114,"['LexicalUnit', 'NamedIndividual', 'LexicalUnit']",['English'],['air pollution.n'],['air pollution.n']
LexicalUnit_5932,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['swing.v'],['swing.v']
LexicalUnit_2069,"['LexicalUnit', 'NamedIndividual', 'LexicalUnit']",['English'],['environmental vandal.n'],['environmental vandal.n']
LexicalUnit_1633,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['tank top.n'],['tank top.n']
LexicalUnit_5807,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['foster mother.n'],['foster mother.n']
LexicalUnit_4117,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['gun-ban.a'],['gun-ban.a']
LexicalUnit_4734,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['hysteria.n'],['hysteria.n']
LexicalUnit_5001,"['LexicalUnit', 'NamedIndividual', 'LexicalUnit']",['English'],['guide.v'],['guide.v']
LexicalUnit_8516,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['stand.v up'],['stand.v up']
LexicalUnit_4608,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['grease.n'],['grease.n']
LexicalUnit_808,"['LexicalUnit', 'NamedIndividual', 'LexicalUnit']",['English'],['citadel.n'],['citadel.n']
LexicalUnit_2906,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['carbonated.a'],['carbonated.a']
LexicalUnit_3154,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['ethical energy usage.n'],['ethical energy usage.n']
LexicalUnit_3661,"['LexicalUnit', 'NamedIndividual', 'LexicalUnit']",['English'],['pour.v'],['pour.v']
LexicalUnit_5262,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['witch.n'],['witch.n']
LexicalUnit_8452,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['tyranny.n'],['tyranny.n']
LexicalUnit_6257,"['LexicalUnit', 'NamedIndividual', 'LexicalUnit']",['English'],['dad.n'],['dad.n']
LexicalUnit_1015,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['stage 2.n'],['stage 2.n']
LexicalUnit_468,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['road block.n'],['road block.n']
LexicalUnit_2182,"['LexicalUnit', 'NamedIndividual', 'LexicalUnit']",['English'],['menace.v'],['menace.v']
LexicalUnit_7728,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['din.n'],['din.n']
LexicalUnit_5072,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['candle.n'],['candle.n']
LexicalUnit_4827,"['LexicalUnit', 'NamedIndividual', 'LexicalUnit']",['English'],['buy.v stock in'],['buy.v stock in']
LexicalUnit_5824,"['LexicalUnit', 'NamedIndividual', 'LexicalUnit']",['English'],['maternal love.n'],['maternal love.n']
LexicalUnit_1405,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['global warming action plan.n'],['global warming action plan.n']
LexicalUnit_7217,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['revere.v'],['revere.v']
LexicalUnit_2607,"['LexicalUnit', 'NamedIndividual', 'LexicalUnit']",['English'],['stinking.a'],['stinking.a']
LexicalUnit_2691,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['backslide.v'],['backslide.v']
LexicalUnit_1955,"['LexicalUnit', 'NamedIndividual', 'LexicalUnit']",['English'],['face-shield.n'],['face-shield.n']
LexicalUnit_8449,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['totalitarian.a'],['totalitarian.a']
LexicalUnit_8481,"['LexicalUnit', 'NamedIndividual', 'LexicalUnit']",['English'],['dummy.n'],['dummy.n']
LexicalUnit_1797,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['jerry-rigged.a'],['jerry-rigged.a']
LexicalUnit_2029,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['valorous.a'],['valorous.a']
LexicalUnit_4500,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['hilarity.n'],['hilarity.n']
LexicalUnit_3158,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['minimalism.n'],['minimalism.n']
LexicalUnit_7550,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['maid.n'],['maid.n']
LexicalUnit_8630,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['sideswipe.n'],['sideswipe.n']
LexicalUnit_7216,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['prayer.n'],['prayer.n']
LexicalUnit_4311,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['dose.n'],['dose.n']
LexicalUnit_8647,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['caravan.v'],['caravan.v']
LexicalUnit_5020,"['LexicalUnit', 'NamedIndividual', 'LexicalUnit']",['English'],['illicit.a'],['illicit.a']
LexicalUnit_8180,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['embezzler.n'],['embezzler.n']
LexicalUnit_4982,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['flaccid.a'],['flaccid.a']
LexicalUnit_2656,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['climate fiction.n'],['climate fiction.n']
LexicalUnit_8578,"['LexicalUnit', 'NamedIndividual', 'LexicalUnit']",['English'],['vaccine series.n'],['vaccine series.n']
LexicalUnit_1017,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['stage 3.n'],['stage 3.n']
LexicalUnit_7531,"['LexicalUnit', 'NamedIndividual', 'LexicalUnit']",['English'],['sensitivity.a'],['sensitivity.a']
LexicalUnit_5847,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['mother figure.n'],['mother figure.n']
LexicalUnit_1255,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['climate change demonstration.n'],['climate change demonstration.n']
LexicalUnit_8797,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['deep water.n'],['deep water.n']
LexicalUnit_6863,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['adjacent.a'],['adjacent.a']
LexicalUnit_4189,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['pro gun law.n'],['pro gun law.n']
LexicalUnit_5118,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['bedsheet.n'],['bedsheet.n']
LexicalUnit_6509,"['LexicalUnit', 'NamedIndividual', 'LexicalUnit']",['English'],['mass.n'],['mass.n']
LexicalUnit_1817,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['self-confident.a'],['self-confident.a']
LexicalUnit_5757,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['misinformation.n'],['misinformation.n']
LexicalUnit_5890,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['exit.v'],['exit.v']
LexicalUnit_8257,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['narrow.a'],['narrow.a']
LexicalUnit_2059,"['LexicalUnit', 'NamedIndividual', 'LexicalUnit']",['English'],['wrongdoing.n'],['wrongdoing.n']
LexicalUnit_6608,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['toughen.v'],['toughen.v']
LexicalUnit_7414,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['unhappiness.n'],['unhappiness.n']
LexicalUnit_2317,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['twist.n'],['twist.n']
LexicalUnit_6700,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['pleasurable.a'],['pleasurable.a']
LexicalUnit_6243,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['pandemic epicenter.n'],['pandemic epicenter.n']
LexicalUnit_1179,"['LexicalUnit', 'NamedIndividual', 'LexicalUnit']",['English'],['circle.n'],['circle.n']
LexicalUnit_1257,"['LexicalUnit', 'NamedIndividual', 'LexicalUnit']",['English'],['climate change march.n'],['climate change march.n']
LexicalUnit_3423,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['cobra.n'],['cobra.n']
