name,type,isFromLanguage,label,hasLemma
LexicalUnit_1900,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['trap.n'],['trap.n']
LexicalUnit_8215,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['thievery.n'],['thievery.n']
LexicalUnit_4049,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['file.v'],['file.v']
LexicalUnit_6938,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['some.a'],['some.a']
LexicalUnit_6263,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['paternal.a'],['paternal.a']
LexicalUnit_7551,"['LexicalUnit', 'NamedIndividual', 'LexicalUnit']",['English'],['peon.n'],['peon.n']
LexicalUnit_7136,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['Judaism.n'],['Judaism.n']
LexicalUnit_4190,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['pro-gun law.n'],['pro-gun law.n']
LexicalUnit_6068,"['LexicalUnit', 'NamedIndividual', 'LexicalUnit']",['English'],['natural disaster preparedness.n'],['natural disaster preparedness.n']
LexicalUnit_6174,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['openness.n'],['openness.n']
LexicalUnit_1546,"['LexicalUnit', 'NamedIndividual', 'LexicalUnit']",['English'],['close.v'],['close.v']
LexicalUnit_975,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['large cell lung cancer.n'],['large cell lung cancer.n']
LexicalUnit_2884,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['shore.n'],['shore.n']
LexicalUnit_4074,"['LexicalUnit', 'NamedIndividual', 'LexicalUnit']",['English'],['anti gun movement.n'],['anti gun movement.n']
LexicalUnit_5158,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['stare.v'],['stare.v']
LexicalUnit_8724,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['vivacity.n'],['vivacity.n']
LexicalUnit_6428,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['pessimism.n'],['pessimism.n']
LexicalUnit_2081,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['ecosaboteur.n'],['ecosaboteur.n']
LexicalUnit_8201,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['robbery.n'],['robbery.n']
LexicalUnit_2523,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['fever.n'],['fever.n']
LexicalUnit_3709,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['frozen.a'],['frozen.a']
LexicalUnit_1885,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['handcuffs.n'],['handcuffs.n']
LexicalUnit_5571,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['storm.v'],['storm.v']
LexicalUnit_8614,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['collide.v'],['collide.v']
LexicalUnit_8624,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['nosedive.n'],['nosedive.n']
LexicalUnit_1866,"['LexicalUnit', 'NamedIndividual', 'LexicalUnit']",['English'],['lockup.n'],['lockup.n']
LexicalUnit_5181,"['LexicalUnit', 'NamedIndividual', 'LexicalUnit']",['English'],['devoted.a'],['devoted.a']
LexicalUnit_377,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['thrash.v'],['thrash.v']
LexicalUnit_6448,"['LexicalUnit', 'NamedIndividual', 'LexicalUnit']",['English'],['afflict.v'],['afflict.v']
LexicalUnit_3852,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['filled.a'],['filled.a']
LexicalUnit_3305,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['expert.n'],['expert.n']
LexicalUnit_1708,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['magenta.a'],['magenta.a']
LexicalUnit_2337,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['sacredness.n'],['sacredness.n']
LexicalUnit_5879,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['shift.n'],['shift.n']
LexicalUnit_7194,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['Shinto.n'],['Shinto.n']
LexicalUnit_7971,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['surgical team.n'],['surgical team.n']
LexicalUnit_1178,"['LexicalUnit', 'NamedIndividual', 'LexicalUnit']",['English'],['carousel.n'],['carousel.n']
LexicalUnit_3772,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['proceed.v'],['proceed.v']
LexicalUnit_3321,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['virtuoso.n'],['virtuoso.n']
LexicalUnit_4235,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['weekend rambo.n'],['weekend rambo.n']
LexicalUnit_8331,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['non-flashing yellow light.n'],['non-flashing yellow light.n']
LexicalUnit_4278,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['mutilate.v'],['mutilate.v']
LexicalUnit_5010,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['crumb.n'],['crumb.n']
LexicalUnit_2612,"['LexicalUnit', 'NamedIndividual', 'LexicalUnit']",['English'],['mob.n'],['mob.n']
LexicalUnit_7827,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['gag.n'],['gag.n']
LexicalUnit_7209,"['LexicalUnit', 'NamedIndividual', 'LexicalUnit']",['English'],['canonize.v'],['canonize.v']
LexicalUnit_1630,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['sweatshirt.n'],['sweatshirt.n']
LexicalUnit_3607,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['gauziness.n'],['gauziness.n']
LexicalUnit_4729,"['LexicalUnit', 'NamedIndividual', 'LexicalUnit']",['English'],['gun.n death.n'],['gun.n death.n']
LexicalUnit_3838,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['peach.n'],['peach.n']
LexicalUnit_973,"['LexicalUnit', 'NamedIndividual', 'LexicalUnit']",['English'],['invasive lobular carcinoma.n'],['invasive lobular carcinoma.n']
LexicalUnit_4871,"['LexicalUnit', 'NamedIndividual', 'LexicalUnit']",['English'],['defendant.n'],['defendant.n']
LexicalUnit_7742,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['address.v'],['address.v']
LexicalUnit_5099,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['sunshine.n'],['sunshine.n']
LexicalUnit_2193,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['treacherous.a'],['treacherous.a']
LexicalUnit_8810,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['moor.n'],['moor.n']
LexicalUnit_4515,"['LexicalUnit', 'NamedIndividual', 'LexicalUnit']",['English'],['whimsical.a'],['whimsical.a']
LexicalUnit_7147,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['piousness.n'],['piousness.n']
LexicalUnit_6032,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['opera.n'],['opera.n']
LexicalUnit_6131,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['lug.v in'],['lug.v in']
LexicalUnit_7287,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['reinvigorate.v'],['reinvigorate.v']
LexicalUnit_3648,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['eddy.v'],['eddy.v']
LexicalUnit_2508,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['finding.n'],['finding.n']
LexicalUnit_1512,"['LexicalUnit', 'NamedIndividual', 'LexicalUnit']",['English'],['climate forcing.n'],['climate forcing.n']
LexicalUnit_2488,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['unwashed.a'],['unwashed.a']
LexicalUnit_3913,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['jackpot.n'],['jackpot.n']
LexicalUnit_1449,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['essential workers.n'],['essential workers.n']
LexicalUnit_3061,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['muddle.n'],['muddle.n']
LexicalUnit_6759,"['LexicalUnit', 'NamedIndividual', 'LexicalUnit']",['English'],['premiumness.n'],['premiumness.n']
LexicalUnit_4671,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['chlamydia.n'],['chlamydia.n']
LexicalUnit_736,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['nose.n'],['nose.n']
LexicalUnit_7780,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['steady.a'],['steady.a']
LexicalUnit_2752,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['narcotic.n'],['narcotic.n']
LexicalUnit_7213,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['idolatry.n'],['idolatry.n']
LexicalUnit_5600,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['throng.v'],['throng.v']
LexicalUnit_6374,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['perform.v'],['perform.v']
LexicalUnit_2436,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['misdiagnosis.n'],['misdiagnosis.n']
LexicalUnit_665,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['hemorrhage.v'],['hemorrhage.v']
LexicalUnit_4237,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['elated.a'],['elated.a']
LexicalUnit_49,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['adopt.v'],['adopt.v']
LexicalUnit_8461,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['unbounded.a'],['unbounded.a']
LexicalUnit_2614,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['rabble.n'],['rabble.n']
LexicalUnit_2916,"['LexicalUnit', 'NamedIndividual', 'LexicalUnit']",['English'],['foamy.a'],['foamy.a']
LexicalUnit_8695,"['LexicalUnit', 'NamedIndividual', 'LexicalUnit']",['English'],['viral load.n'],['viral load.n']
LexicalUnit_4921,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['murky.a'],['murky.a']
LexicalUnit_7968,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['surgical nurse.n'],['surgical nurse.n']
LexicalUnit_3123,"['LexicalUnit', 'NamedIndividual', 'LexicalUnit']",['English'],['biodegradable.a'],['biodegradable.a']
LexicalUnit_2504,"['LexicalUnit', 'NamedIndividual', 'LexicalUnit']",['English'],['discovery.n'],['discovery.n']
LexicalUnit_2252,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['mortgage.n'],['mortgage.n']
LexicalUnit_1048,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['mastectomy.n'],['mastectomy.n']
LexicalUnit_5985,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['infiltrate.v'],['infiltrate.v']
LexicalUnit_981,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['lung carcinoma.n'],['lung carcinoma.n']
LexicalUnit_7511,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['stagger.v'],['stagger.v']
LexicalUnit_8265,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['tightness.n'],['tightness.n']
LexicalUnit_7250,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['billfold.n'],['billfold.n']
LexicalUnit_7355,"['LexicalUnit', 'NamedIndividual', 'LexicalUnit']",['English'],['break-up.n'],['break-up.n']
LexicalUnit_4455,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['shroud.n'],['shroud.n']
LexicalUnit_3727,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['fleshy.a'],['fleshy.a']
LexicalUnit_3498,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['smolder.v'],['smolder.v']
LexicalUnit_1137,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['core.n'],['core.n']
LexicalUnit_1484,"['LexicalUnit', 'NamedIndividual', 'LexicalUnit']",['English'],['B.1.617'],['B.1.617']
LexicalUnit_944,"['LexicalUnit', 'NamedIndividual', 'LexicalUnit']",['English'],['weeknight.n'],['weeknight.n']
LexicalUnit_1341,"['LexicalUnit', 'NamedIndividual', 'LexicalUnit']",['English'],['global warming skeptic.n'],['global warming skeptic.n']
LexicalUnit_145,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['beer.n'],['beer.n']
LexicalUnit_2556,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['antiparasitic.n'],['antiparasitic.n']
LexicalUnit_3166,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['recyclable.a'],['recyclable.a']
LexicalUnit_8186,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['kleptomaniac.n'],['kleptomaniac.n']
LexicalUnit_964,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['colon and rectum cancer.n'],['colon and rectum cancer.n']
LexicalUnit_1532,"['LexicalUnit', 'NamedIndividual', 'LexicalUnit']",['English'],['global warming potential.n'],['global warming potential.n']
LexicalUnit_1917,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['depletion.n'],['depletion.n']
LexicalUnit_5514,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['scutter.v'],['scutter.v']
LexicalUnit_7631,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['dozing.a'],['dozing.a']
LexicalUnit_1868,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['prison.n'],['prison.n']
LexicalUnit_4041,"['LexicalUnit', 'NamedIndividual', 'LexicalUnit']",['English'],['belonging.n'],['belonging.n']
LexicalUnit_7484,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['bow.v'],['bow.v']
LexicalUnit_7338,"['LexicalUnit', 'NamedIndividual', 'LexicalUnit']",['English'],['steak.n'],['steak.n']
LexicalUnit_1362,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['climate grief support.n'],['climate grief support.n']
LexicalUnit_6718,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['village.n'],['village.n']
LexicalUnit_8756,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['battlefield.n'],['battlefield.n']
LexicalUnit_4158,"['LexicalUnit', 'NamedIndividual', 'LexicalUnit']",['English'],['gun.n owner.n'],['gun.n owner.n']
LexicalUnit_6261,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['parent.n'],['parent.n']
LexicalUnit_7565,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['serfdom.n'],['serfdom.n']
LexicalUnit_113,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['wind.n'],['wind.n']
LexicalUnit_1936,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['droplet transmission.n'],['droplet transmission.n']
LexicalUnit_1479,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['viral-vector based vaccine.n'],['viral-vector based vaccine.n']
LexicalUnit_4114,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['Brady campaign.n'],['Brady campaign.n']
LexicalUnit_3408,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['terrified.a'],['terrified.a']
LexicalUnit_6222,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['hefty.a'],['hefty.a']
LexicalUnit_5679,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['labyrinthine.adj'],['labyrinthine.adj']
LexicalUnit_8560,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['upwardly mobile.a'],['upwardly mobile.a']
LexicalUnit_384,"['LexicalUnit', 'NamedIndividual', 'LexicalUnit']",['English'],['loose snow avalanche.n'],['loose snow avalanche.n']
LexicalUnit_9006,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['occupation.n'],['occupation.n']
LexicalUnit_4619,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['bloated.a'],['bloated.a']
LexicalUnit_7468,"['LexicalUnit', 'NamedIndividual', 'LexicalUnit']",['English'],['blind.n'],['blind.n']
LexicalUnit_5170,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['misplace.v'],['misplace.v']
LexicalUnit_5436,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['kayak.v'],['kayak.v']
LexicalUnit_4107,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['firearm.n control.n'],['firearm.n control.n']
LexicalUnit_6705,"['LexicalUnit', 'NamedIndividual', 'LexicalUnit']",['English'],['patrol.v'],['patrol.v']
LexicalUnit_5459,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['pad.v'],['pad.v']
LexicalUnit_6303,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['plummet.v'],['plummet.v']
LexicalUnit_4876,"['LexicalUnit', 'NamedIndividual', 'LexicalUnit']",['English'],['acquit.v'],['acquit.v']
LexicalUnit_5248,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['magical.a'],['magical.a']
LexicalUnit_1231,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['clean.a'],['clean.a']
LexicalUnit_3623,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['glass.n'],['glass.n']
LexicalUnit_2430,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['fMRI.n'],['fMRI.n']
LexicalUnit_5972,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['render.v motionless'],['render.v motionless']
LexicalUnit_3164,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['re-use.v'],['re-use.v']
LexicalUnit_7539,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['segregate.v'],['segregate.v']
LexicalUnit_8642,"['LexicalUnit', 'NamedIndividual', 'LexicalUnit']",['English'],['bobsled.v'],['bobsled.v']
LexicalUnit_3122,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['Steven Guilbeault.n'],['Steven Guilbeault.n']
LexicalUnit_1298,"['LexicalUnit', 'NamedIndividual', 'LexicalUnit']",['English'],['climate avowal.n'],['climate avowal.n']
LexicalUnit_6419,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['defeatist.a'],['defeatist.a']
LexicalUnit_3618,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['cask.n'],['cask.n']
LexicalUnit_8326,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['flashing yellow light.n'],['flashing yellow light.n']
LexicalUnit_6312,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['topple.v'],['topple.v']
LexicalUnit_7530,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['perceptivity.a'],['perceptivity.a']
LexicalUnit_1459,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['triple-vaxxed.a'],['triple-vaxxed.a']
LexicalUnit_8823,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['underwater.adv'],['underwater.adv']
LexicalUnit_4304,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['alternative medicine.n'],['alternative medicine.n']
LexicalUnit_3303,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['adeptness.n'],['adeptness.n']
LexicalUnit_767,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['brazen.a'],['brazen.a']
LexicalUnit_5599,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['throb.v'],['throb.v']
LexicalUnit_7614,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['big.a'],['big.a']
LexicalUnit_8277,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['daytime.n'],['daytime.n']
LexicalUnit_5865,"['LexicalUnit', 'NamedIndividual', 'LexicalUnit']",['English'],['postpartum depression.n'],['postpartum depression.n']
LexicalUnit_2522,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['fatigue.n'],['fatigue.n']
LexicalUnit_3150,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['environmentally sustainable habit.n'],['environmentally sustainable habit.n']
LexicalUnit_7205,"['LexicalUnit', 'NamedIndividual', 'LexicalUnit']",['English'],['theology.n'],['theology.n']
LexicalUnit_317,"['LexicalUnit', 'NamedIndividual', 'LexicalUnit']",['English'],['fabricated.a'],['fabricated.a']
LexicalUnit_1249,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['climate activism.n'],['climate activism.n']
LexicalUnit_5215,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['breakdown.n'],['breakdown.n']
LexicalUnit_7115,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['Epistle.n'],['Epistle.n']
LexicalUnit_7457,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['covert.a'],['covert.a']
LexicalUnit_2169,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['vortex fix.n'],['vortex fix.n']
LexicalUnit_988,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['metastatic cancer.n'],['metastatic cancer.n']
LexicalUnit_6842,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['fender.n'],['fender.n']
LexicalUnit_2447,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['self-diagnose.v'],['self-diagnose.v']
LexicalUnit_1446,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['COVID-19 variants.n'],['COVID-19 variants.n']
LexicalUnit_3030,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['environmental compliance inspection.n'],['environmental compliance inspection.n']
LexicalUnit_4888,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['extermination.n'],['extermination.n']
LexicalUnit_3981,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['governance.n'],['governance.n']
LexicalUnit_8194,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['pilfer.v'],['pilfer.v']
LexicalUnit_227,"['LexicalUnit', 'NamedIndividual', 'LexicalUnit']",['English'],['calf.n'],['calf.n']
LexicalUnit_8552,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['skyrocket.n'],['skyrocket.n']
LexicalUnit_1206,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['yuzu.n'],['yuzu.n']
LexicalUnit_7413,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['sorrowfulness.n'],['sorrowfulness.n']
LexicalUnit_1889,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['leash.n'],['leash.n']
LexicalUnit_7404,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['sadden.v'],['sadden.v']
LexicalUnit_4763,"['LexicalUnit', 'NamedIndividual', 'LexicalUnit']",['English'],['wingnut.n'],['wingnut.n']
LexicalUnit_3018,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['climate disclosure.n'],['climate disclosure.n']
LexicalUnit_6208,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['binge.v'],['binge.v']
LexicalUnit_8713,"['LexicalUnit', 'NamedIndividual', 'LexicalUnit']",['English'],['smokescreen.n'],['smokescreen.n']
LexicalUnit_850,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['stairway.n'],['stairway.n']
LexicalUnit_2543,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['sick.a'],['sick.a']
LexicalUnit_7476,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['see.v'],['see.v']
LexicalUnit_6383,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['gentleman.n'],['gentleman.n']
LexicalUnit_1483,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['B.1.351'],['B.1.351']
LexicalUnit_4353,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['Public Health Agency of Canada.n'],['Public Health Agency of Canada.n']
LexicalUnit_7670,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['smell.v'],['smell.v']
LexicalUnit_439,"['LexicalUnit', 'NamedIndividual', 'LexicalUnit']",['English'],['move.v back'],['move.v back']
LexicalUnit_5507,"['LexicalUnit', 'NamedIndividual', 'LexicalUnit']",['English'],['saunter.v'],['saunter.v']
LexicalUnit_3714,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['preserved.a'],['preserved.a']
LexicalUnit_938,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['Tuesday.n'],['Tuesday.n']
LexicalUnit_6694,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['enjoyable.a'],['enjoyable.a']
LexicalUnit_7826,"['LexicalUnit', 'NamedIndividual', 'LexicalUnit']",['English'],['choke hold.n'],['choke hold.n']
LexicalUnit_4178,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['gun.n freedom.n'],['gun.n freedom.n']
LexicalUnit_8512,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['unstable.a'],['unstable.a']
LexicalUnit_7853,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['monsoon.n'],['monsoon.n']
LexicalUnit_7273,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['wallet.n'],['wallet.n']
LexicalUnit_4011,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['woe.n'],['woe.n']
LexicalUnit_1666,"['LexicalUnit', 'NamedIndividual', 'LexicalUnit']",['English'],['de-caf.n'],['de-caf.n']
LexicalUnit_4016,"['LexicalUnit', 'NamedIndividual', 'LexicalUnit']",['English'],['broken-hearted.adj'],['broken-hearted.adj']
LexicalUnit_1494,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['P.1.n'],['P.1.n']
LexicalUnit_4931,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['Himalayas.n'],['Himalayas.n']
LexicalUnit_1537,"['LexicalUnit', 'NamedIndividual', 'LexicalUnit']",['English'],['global warming statistic.n'],['global warming statistic.n']
LexicalUnit_8933,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['moisten.v'],['moisten.v']
LexicalUnit_4444,"['LexicalUnit', 'NamedIndividual', 'LexicalUnit']",['English'],['stew.v'],['stew.v']
LexicalUnit_23,"['LexicalUnit', 'NamedIndividual', 'LexicalUnit']",['English'],['accomplishment.n'],['accomplishment.n']
LexicalUnit_727,"['NamedIndividual', 'LexicalUnit', 'LexicalUnit']",['English'],['head.n'],['head.n']
