name,hasBoundRole2,type,label,hasBoundRole1
Binding_4,['Role_Frame_Access_accessor'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Access to an object.accessor=Access.accessor'],['Role_Frame_Access_to_an_object_accessor']
Binding_259,['Role_Frame_Cut_cutter'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Dissect.dissector=Cut.cutter'],['Role_Frame_Dissect_dissector']
Binding_350,['Role_Frame_Containing_container_capacity'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Fluid containment.container_capacity=Containing.container_capacity'],['Role_Frame_Fluid_containment_container_capacity']
Binding_432,['Role_Frame_Caused_change_of_state_final_state'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Government decision making.entity_under_consideration_final_state=Caused change of state.final_state'],['Role_Frame_Government_decision_making_entity_under_consideration_final_state']
Binding_459,['Role_Frame_Government_governed_activity'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Government institution.responsibilities=Government.governed_activity'],['Role_Frame_Government_institution_responsibilities']
Binding_130,['Role_Frame_Causation_agent'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Cause contact.cause=Causation.agent'],['Role_Frame_Cause_contact_cause']
Binding_827,['Role_Frame_Perception_pereception_x_schema'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Seeing.vision_x-schema=Perception.pereception_x-schema'],['Role_Frame_Seeing_vision_x_schema']
Binding_655,['Role_Frame_Political_region_locale'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Nation.nation_geographic_area=Political region.locale'],['Role_Frame_Nation_nation_geographic_area']
Binding_748,['Role_Frame_relation_relation_value'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Possession.possess_relation_status=relation.relation_value'],['Role_Frame_Possession_possess_relation_status']
Binding_185,['Role_Frame_Barrier_barrier_object'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Containment.boundary=Barrier.barrier_object'],['Role_Frame_Containment_boundary']
Binding_555,['Role_Frame_Government_decision_making_decision_maker_actions'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Judicial decision-making.judicial_actions=Government decision making.decision_maker_actions'],['Role_Frame_Judicial_decision_making_judicial_actions']
Binding_302,['Role_Frame_Political_competition_competitor1'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Election.candidate1=Political competition.competitor1'],['Role_Frame_Election_candidate1']
Binding_354,['Role_Frame_Motion_along_a_path_path'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Fluid motion.path=Motion along a path.path'],['Role_Frame_Fluid_motion_path']
Binding_206,['Role_Frame_Complex_process_process1'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Create object.creation_action=Complex process.process1'],['Role_Frame_Create_object_creation_action']
Binding_469,['Role_Frame_Affected_motion_mover'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Guided motion.leader=Affected motion.mover'],['Role_Frame_Guided_motion_leader']
Binding_247,['Role_Frame_Disease_disease'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Disease treatment.disease=Disease.disease'],['Role_Frame_Disease_treatment_disease']
Binding_129,['Role_Frame_Complex_process_process2'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Causation.effect=Complex_process.process2'],['Role_Frame_Causation_effect']
Binding_400,['Role_Frame_Government_governed'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Governing action.governed=Government.governed'],['Role_Frame_Governing_action_governed']
Binding_18,['Role_Frame_Social_problems_society'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Addressing social problems.society=Social problems.society'],['Role_Frame_Addressing_social_problems_society']
Binding_717,['Role_Frame_Physical_combat_fighter2'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Physical competition.competitor2=Physical combat.fighter2'],['Role_Frame_Physical_competition_competitor2']
Binding_989,['Role_Frame_Seeing_seen_object_perceived_elements'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Visual obstruction.unobstructed_elements_of_focal_object=Seeing.seen_object_perceived_elements'],['Role_Frame_Visual_obstruction_unobstructed_elements_of_focal_object']
Binding_897,['Role_Frame_Physical_entity_physical_entity_whole'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Substance.substance=Physical entity.physical_entity_whole'],['Role_Frame_Substance_substance']
Binding_338,['Role_Frame_Harm_to_living_entity_agent'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Fierce animal.dangerous_animal=Harm to living entity.agent'],['Role_Frame_Fierce_animal_dangerous_animal']
Binding_434,['Role_Frame_Caused_change_of_state_state_change'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Government decision making.entity_under_consideration_status_change=Caused change of state.state_change'],['Role_Frame_Government_decision_making_entity_under_consideration_status_change']
Binding_798,['Role_Frame_Life_cycle_life_liver'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Restore to life.life_liver=Life cycle.life_liver'],['Role_Frame_Restore_to_life_life_liver']
Binding_689,['Role_Frame_Relation_entity_2'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Part whole.parts=Relation.entity_2'],['Role_Frame_Part_whole_parts']
Binding_480,['Role_Frame_Gun_rights_right_itself'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Gun rights.right_to_own_guns=right_itself'],['Role_Frame_Gun_rights_right_to_own_guns']
Binding_721,['Role_Frame_Functionality_functional_entity'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Physical structure.structure_whole=Functionality.functional_entity'],['Role_Frame_Physical_structure_structure_whole']
Binding_532,['Role_Frame_Evaluation_evaluator'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Judgment.judging_party=Evaluation.evaluator'],['Role_Frame_Judgment_judging_party']
Binding_625,['Role_Frame_Force_application_acted_upon'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Motion-affecting actors.potential_mover=Force-application.acted_upon'],['Role_Frame_Motion_affecting_actors_potential_mover']
Binding_186,['Role_Frame_Part_whole_whole'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Containment.container=Part_whole.whole'],['Role_Frame_Containment_container']
Binding_286,['Role_Frame_Difficulty_difficulty'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Economic difficulty.difficulty=Difficulty.difficulty'],['Role_Frame_Economic_difficulty_difficulty']
Binding_372,['Role_Frame_Force_transfer_force_receiver'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Force-dynamic interaction.force_receiver=Force transfer.force_receiver'],['Role_Frame_Force_dynamic_interaction_force_receiver']
Binding_455,['Role_Frame_Institution_functions'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Government institution.functions=Institution.functions'],['Role_Frame_Government_institution_functions']
Binding_205,['Role_Frame_Create_object_Purposeful_action'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Create object.creation_action=Purposeful action'],['Role_Frame_Create_object_creation_action']
Binding_218,['Role_Frame_Force_application_x_schema'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Cut.act_of_cutting=Force-application.x-schema'],['Role_Frame_Cut_act_of_cutting']
Binding_387,['Role_Frame_State_possible_state_values'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Functionality.functionality_scale=State.possible_state_values'],['Role_Frame_Functionality_functionality_scale']
Binding_232,['Role_Frame_Moral_authority_moral_authority_entity'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Deity.deity=Moral authority.moral_authority_entity'],['Role_Frame_Deity_deity']
Binding_303,['Role_Frame_Political_competition_competitor2'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Election.candidate2=Political competition.competitor2'],['Role_Frame_Election_candidate2']
Binding_569,['Role_Frame_Government_decision_making_decision_making_process'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Legislation enactment.enactment_process=Government decision making.decision_making_process'],['Role_Frame_Legislation_enactment_enactment_process']
Binding_666,['Role_Frame_Family_family_members'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Nuclear family.children=Family.family_members'],['Role_Frame_Nuclear_family_children']
Binding_15,['Role_Frame_Poverty_impoverished_entity'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Addressing poverty.impoverished=Poverty.impoverished_entity'],['Role_Frame_Addressing_poverty_impoverished']
Binding_453,['Role_Frame_Institution_mission'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Government institution.repsonsibilities=Institution.mission'],['Role_Frame_Government_institution_repsonsibilities']
Binding_618,['Role_Frame_Evaluation_evaluator'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Monetary evaluation.evaluator=Evaluation.evaluator'],['Role_Frame_Monetary_evaluation_evaluator']
Binding_1013,['Role_Frame_Purposeful_action_actor'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Work scenario.worker=Purposeful action.actor'],['Role_Frame_Work_scenario_worker']
Binding_574,['Role_Frame_Government_decision_making_consideration'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Legislation enactment.legislation_consideration=Government decision making.consideration'],['Role_Frame_Legislation_enactment_legislation_consideration']
Binding_750,['Role_Frame_Relation_relation_value_x_schema'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Possession.possess_relation_x-schema=Relation.relation_value_x-schema'],['Role_Frame_Possession_possess_relation_x_schema']
Binding_492,['Role_Frame_Experiencing_a_state_experiencer'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Health.entity_possessing_health=Experiencing a state.experiencer'],['Role_Frame_Health_entity_possessing_health']
Binding_22,['Role_Frame_Governing_action_governing_actor'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Addressing social problems.authorities=Governing action.governing_actor'],['Role_Frame_Addressing_social_problems_authorities']
Binding_596,['Role_Frame_Legislative_action_legislative_actor'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Legislative branch.legislative_actor=Legislative action.legislative_actor'],['Role_Frame_Legislative_branch_legislative_actor']
Binding_588,['Role_Frame_Governing_action_governing_action_x_schema'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Legislative action.legislative_action=Governing action.governing_action_x-schema'],['Role_Frame_Legislative_action_legislative_action']
Binding_180,['Role_Frame_Trajector_landmark_trajector'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Containing.contents=Trajector landmark.trajector'],['Role_Frame_Containing_contents']
Binding_831,['Role_Frame_Attacking_attacker'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Self-defense.threatening_thing=Attacking.attacker'],['Role_Frame_Self_defense_threatening_thing']
Binding_853,['Role_Frame_Affected_motion_motion'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Self propelled motion.self-motion_x-schema=Affected motion.motion'],['Role_Frame_Self_propelled_motion_self_motion_x_schema']
Binding_659,['Role_Frame_Political_region_state_of_region'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Nation.state_of_nation=Political region.state_of_region'],['Role_Frame_Nation_state_of_nation']
Binding_63,['Role_Frame_Trust_trusted_entity'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Authority.authority_entity=Trust.trusted_entity'],['Role_Frame_Authority_authority_entity']
Binding_95,['Role_Frame_Complex_physical_object_object_whole'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Biological entity.body=Complex physical object.object_whole'],['Role_Frame_Biological_entity_body']
Binding_410,['Role_Frame_Judgment_non_normative_judged_action'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Governing action.non-normative_governing_action=Judgment.non-normative_judged_action'],['Role_Frame_Governing_action_non_normative_governing_action']
Binding_640,['Role_Frame_Motion_away_from_a_location_mover'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Motion away from a bounded region.mover=Motion away from a location.mover'],['Role_Frame_Motion_away_from_a_bounded_region_mover']
Binding_520,['Role_Frame_Organization_members'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Institution.position_holders=Organization.members'],['Role_Frame_Institution_position_holders']
Binding_16,['Role_Frame_Poverty_impoverishment'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Addressing poverty.poverty=Poverty.impoverishment'],['Role_Frame_Addressing_poverty_poverty']
Binding_604,['Role_Frame_Life_life_stages'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Living.developmental_stages=Life.life_stages'],['Role_Frame_Living_developmental_stages']
Binding_960,['Role_Frame_Stability_stablity_scale'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Unstable.unstable_status=Stability.stablity_scale'],['Role_Frame_Unstable_unstable_status']
Binding_136,['Role_Frame_Causation_agent'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Caused change of state.agent=Causation.agent'],['Role_Frame_Caused_change_of_state_agent']
Binding_630,['Role_Frame_Motion_motion_x_schema'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Motion-affecting external factors.affected_motion=Motion.motion_x-schema'],['Role_Frame_Motion_affecting_external_factors_affected_motion']
Binding_957,['Role_Frame_Judgment_non_normative_judged_action'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Trust relationship.non-normative_action=Judgment.non-normative_judged_action'],['Role_Frame_Trust_relationship_non_normative_action']
Binding_664,['Role_Frame_Motion_speed'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Non-translational motion.speed=Motion.speed'],['Role_Frame_Non_translational_motion_speed']
Binding_416,['Role_Frame_Political_region_governing_institution'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Government.government=Political region.governing_institution'],['Role_Frame_Government_government']
Binding_637,['Role_Frame_Motion_speed'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Motion along a path.speed=Motion.speed'],['Role_Frame_Motion_along_a_path_speed']
Binding_601,['Role_Frame_Substance_substance'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Liquid.liquid=Substance.substance'],['Role_Frame_Liquid_liquid']
Binding_353,['Role_Frame_Motion_along_a_path_source'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Fluid motion.source=Motion along a path.source'],['Role_Frame_Fluid_motion_source']
Binding_762,['Role_Frame_Bounded_region_boundary'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Proximal distal.boundary=Bounded region.boundary'],['Role_Frame_Proximal_distal_boundary']
Binding_804,['Role_Frame_Motion_affecting_objects_impediment'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Restraints.restraining_entity=Motion-affecting objects.impediment'],['Role_Frame_Restraints_restraining_entity']
Binding_364,['Role_Frame_Force_transfer_force_originator'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Force-application.actor=Force transfer.force_originator'],['Role_Frame_Force_application_actor']
Binding_172,['Role_Frame_Complex_process_process1'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Complex process.protagonist1=Complex_process.process1.protagonist'],['Role_Frame_Complex_process_protagonist1']
Binding_258,['Role_Frame_Biological_entity_parts'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Dissect.dissected_entity_parts=Biological entity.parts'],['Role_Frame_Dissect_dissected_entity_parts']
