source,target,index,year,genre,source,,,,text,,,,,,,,,,,,,,,,,target,count
burn,fire,62,1993,MOV,...he Girlie Show - Live Down Under,,,,", sorcerers, idolators And all liars Their lot shall be in the lake That burns with fire and brimstone "" Do not seal up the words of the prophecy For",,,,,,,,,,,,,,,,,,0
burn,fire,63,1990,MOV,Nightbreed,,,,"vengeance for the Lord "" ""... on Midian. "" "" And so they burned with fire all the cities where they dwelt "" "" and killed the kings of",,,,,,,,,,,,,,,,,,0
burn,fire,1,2014,FIC,Overland,,,,"He is taking my nose and pushing. There is a pain, it is burning in fire but I am not even one breath leaving to escape. I do",,,,,,,,,,,,,,,,,,
burn,fire,2,2012,WEB,...nglifesmysteries.com,,,,"are retarded and your soul shall be damned for all of eternity and it shall burn in fire and brimstone and ash while I sit pretty in paradise "" I think",,,,,,,,,,,,,,,,,,
burn,fire,3,2012,WEB,whatever.scalzi.com,,,,"crooks and liars and cheats and miserable, miserable people. I want them to burn in fires of Hell. I want them infected with diseases so horrible they have",,,,,,,,,,,,,,,,,,
burn,fire,4,2012,WEB,...square.blogs.cnn.com,,,,them settle their own problems. Middle east is a hell hole and will keep burning in fire for another 100 years. We should get self sufficient in energy by,,,,,,,,,,,,,,,,,,
burn,fire,5,2012,BLOG,...rlywarn.blogspot.com,,,,"if the US continues to dry out, there will be a lot more acreage burned in fires. # A note for the especially statistically cautious or skeptical amongst you",,,,,,,,,,,,,,,,,,
burn,fire,6,2011,MOV,Venom,,,,. Hard to say. Where's my damn money? Look at this. Burnt in fire. The helicopter crashed. They argued about the money. And killed,,,,,,,,,,,,,,,,,,
burn,fire,7,2007,FIC,JrScholastic,,,,. Those who don't dance and don't believe will turn into wood and burn in fire. Warn them! This may be the last chance the Great Spirit,,,,,,,,,,,,,,,,,,
burn,fire,8,1999,SPOK,ABC_20/20,,,,"felt it was my fault that he was dead, and I thought of him burning in fire. Was he thinking of me? Was he blaming me? Was",,,,,,,,,,,,,,,,,,
burn,fire,9,1999,FIC,MassachRev,,,,"bit ego-centered, don't you think? Those that deny Our revelations We will burn in fire. No sooner will their skins be consumed than We shall give them",,,,,,,,,,,,,,,,,,
burn,fire,10,1992,FIC,Mov:LastMohicans,,,,"Huron down paths that make us not Hurons. (the judgment) Dark girl burn in fire to heal the twisted heart of Magua. Cora, hearing the sentence",,,,,,,,,,,,,,,,,,
burn,fire,11,1990,FIC,Mov:ToSleepWith,,,,"you. "" He asked, "" I thought you'll was supposed to be burning in fire. "" Someone said, "" Man, ain't no fire down",,,,,,,,,,,,,,,,,,
burn,fire,1,2018,MAG,Gizmodo,,,,"remains of nine individuals were found inside this dwelling, two of which were partially burnt by fire. It appears as if the attackers tried, unsuccessfully, to burn",,,,,,,,,,,,,,,,,,
burn,fire,2,2018,NEWS,Arizona Daily Star,,,,"Mitigation and future research # There are ways to mitigate the threat of increased area burned by fires, such as planned and controlled fires and forest thinning. # Both",,,,,,,,,,,,,,,,,,
burn,fire,3,2018,ACAD,Church History,,,,"told him to accept a gift from a woman, but since he was “ burnt by fire ” the following night, he immediately gave back the present after lauds.107",,,,,,,,,,,,,,,,,,
burn,fire,4,2016,FIC,Bk:IllNeverLetYouGo,,,,"an intense fire, flames ate away the hands and feet first. "" Extremities burned by fire? "" # "" Dismembered. Bone cuts are clean and precise.",,,,,,,,,,,,,,,,,,
burn,fire,5,2016,MAG,Nerdist,,,,"you? Again, it sounds simple, but it's deceptively complicated. Getting burned by fire is energy transfer on a few scales. Heat can enter your skin",,,,,,,,,,,,,,,,,,
burn,fire,6,2012,WEB,cses.washington.edu,,,,"# Forests - Due to increased summer temperature and decreased summer precipitation, the area burned by fire regionally is projected to double by the 2040s and triple by the 2080s",,,,,,,,,,,,,,,,,,
burn,fire,7,2005,FIC,BkSF:Bang!,,,,"one hand on his heart and the other on mine, "" can't be burned by fire, washed away by water, or destroyed with human hands. """,,,,,,,,,,,,,,,,,,
burn,fire,8,2002,ACAD,Humanist,,,,"the last place I wanted to go -- an eternal home where one is constantly burned by fires seventy times as hot as the flames of the earth, where puss",,,,,,,,,,,,,,,,,,
burn,fire,9,1998,NEWS,Houston,,,,"fail last spring in North Dakota while beset with ice, battered by floods and burned by fire, Tuesday bested a nationwide field of newspapers to win journalism's greatest",,,,,,,,,,,,,,,,,,
