,lemma_1,lemma_2,year,genre,source,text,clean_text,sentence_key
62,back,time,2007,FIC,MichiganQRev,"a great vulture bearing down. Arturo and the surfers hear the noise at their backs in time to turn and face it, but too late to duck. They","a great vulture bearing down. Arturo and the surfers hear the noise at their backs in time to turn and face it, but too late to duck. They",621ab624541c858ca4606fce10633e89
63,back,time,2007,NEWS,CSMonitor,"among reconstructed languages doesn't prove a familial relationship, they insist, especially far back in time. # Languages change constantly. Speakers invent or borrow words to suit","among reconstructed languages doesn't prove a familial relationship, they insist, especially far back in time. # Languages change constantly. Speakers invent or borrow words to suit",169f54c39996730cbf53874c9c9d3090
64,back,time,2007,ACAD,TeachLibrar,"THERE: ORAL HISTORIES # Of course, many historical novels are set too far back in time for there to be any survivors to tell us what it was like","THERE: ORAL HISTORIES # Of course, many historical novels are set too far back in time for there to be any survivors to tell us what it was like",25f95c30b067d8ad793134c7b07e9ec6
65,back,time,2007,TV,Cane,"would just... So, we agreed till after boot camp, hmm? * Back in time with Louis X-V-I * All right fine. I give up. I","would just... So, we agreed till after boot camp, hmm? * Back in time with Louis X-V-I * All right fine. I give up. I",12437e243eecc4fdaab92542c4119bef
66,back,time,2006,NEWS,USAToday,""" -- The Terminator (Arnold Schwarzenegger) # Plot: Machines send a cyborg back in time to kill the mother of a yet-unborn human hero. # A phenom",""" -- The Terminator (Arnold Schwarzenegger) # Plot: Machines send a cyborg back in time to kill the mother of a yet-unborn human hero. # A phenom",e640e7c1d2f8c1c4434515038704b6d2
67,back,time,2006,ACAD,NaturalHist,""" cattle "" for at least 15 million years. # Let's travel far back in time to a clear, sunny morning between 15 and 20 million years ago",""" cattle "" for at least 15 million years. # Let's travel far back in time to a clear, sunny morning between 15 and 20 million years ago",fcc61a68324a2f5cf50f16f6e50ff4dd
68,back,time,2005,SPOK,NPR_Science,"Is there any way to predict the next great discoveries? Can you look at back in time and go forward in time? Dr-LIGHTMAN: Well, I don't","Is there any way to predict the next great discoveries? Can you look at back in time and go forward in time? Dr-LIGHTMAN: Well, I don't",755a3d01b5ee54fd6af44d0131004abc
69,back,time,2005,MAG,Astronomy,"- that can furnish information unattainable through the more traditional cosmological practice of peering far back in time to the universe's edge. The trick in doing "" cosmology with","- that can furnish information unattainable through the more traditional cosmological practice of peering far back in time to the universe's edge. The trick in doing "" cosmology with",bc8364858dbcbc5b7a4fb63cfb7149c2
70,back,time,2004,TV,Stargate: Atlantis,this? Positive. We'll deliver good news. - Good luck. - Back in time for supper. Right. Let's get started. - (knocking,this? Positive. We'll deliver good news. - Good luck. - Back in time for supper. Right. Let's get started. - (knocking,98e052c319a49eb1efdb20f3e7bdd9c7
71,back,time,2003,SPOK,NPR_Science,-- it's hard to talk about how old the universe was or how far back in time it was. I think the best way of saying it is that,-- it's hard to talk about how old the universe was or how far back in time it was. I think the best way of saying it is that,517345dbbab4159a01a5785457fe87c3
72,back,time,2002,MAG,NaturalHist,"record: the greater the difference in DNA sequence between two organisms, the farther back in time their evolutionary separation is thought to have occurred. Several studies have independently","record: the greater the difference in DNA sequence between two organisms, the farther back in time their evolutionary separation is thought to have occurred. Several studies have independently",f7998c6fd0f7eeaaa392b14f04601a05
73,back,time,2002,MAG,ScienceNews,"of light, such as a quasar, the greater the distance and the farther back in time the light was emitted, the fainter it appears. But the afterglow","of light, such as a quasar, the greater the distance and the farther back in time the light was emitted, the fainter it appears. But the afterglow",724bd077454a9a41d238d702c8c8c45b
74,back,time,2002,MAG,ScienceNews,"s likely some will have come from objects that originated deep in space and far back in time, Loeb says. # "" It would be a wonderful thing if","s likely some will have come from objects that originated deep in space and far back in time, Loeb says. # "" It would be a wonderful thing if",f0018beec495a52fb79cf83842d38fe6
75,back,time,2002,NEWS,NYTimes,"Donaldson, president of the Hemingway Society. "" It reminds you of how far back in time he was. He's been dead for more than 40 years now","Donaldson, president of the Hemingway Society. "" It reminds you of how far back in time he was. He's been dead for more than 40 years now",6734eaaffdc238607382f62724d86252
76,back,time,2001,MAG,Astronomy,"stars. We can not yet see far enough in space - therefore far enough back in time - to study these first-generation stars. However, theorists agree that after","stars. We can not yet see far enough in space - therefore far enough back in time - to study these first-generation stars. However, theorists agree that after",75ead2eb0cd12bec2d32916fe454f8a4
77,back,time,2001,NEWS,Denver,"so distant it has taken 410 years for their light to reach us. Gaping back in time, I see the objects as they existed before the Pilgrims hit Plymouth","so distant it has taken 410 years for their light to reach us. Gaping back in time, I see the objects as they existed before the Pilgrims hit Plymouth",f2510905dd393cad3b41bd014571619c
78,back,time,2001,MOV,Halloweentown II: Kalabar's Revenge,"spell book is here. We've looked everywhere. Maybe we came too far back in time, maybe before she even lost the spell book. Well, Grandma","spell book is here. We've looked everywhere. Maybe we came too far back in time, maybe before she even lost the spell book. Well, Grandma",707503884567d25ad8628c1a27531fbd
79,back,time,2001,TV,Star Trek: Enterprise,"records everything like a blank page. The farther down you drill, the farther back in time you go. - Lieutenant. - Yes? What do you think","records everything like a blank page. The farther down you drill, the farther back in time you go. - Lieutenant. - Yes? What do you think",b08a08a31a49a3ad53c5fb91e0f0a2eb
80,back,time,2000,MAG,ScienceNews,"infrared. # Because looking far back in space is the same as looking far back in time, galaxies that distant would be among the first to form. #","infrared. # Because looking far back in space is the same as looking far back in time, galaxies that distant would be among the first to form. #",0601a6f9f272f367f397569841819ab8
81,back,time,2000,NEWS,Denver,"the past. Indicate the order in which these scenes took place from the farthest back in time (1) to most recent (4) by writing 1,","the past. Indicate the order in which these scenes took place from the farthest back in time (1) to most recent (4) by writing 1,",6ca43936d0387d1b32a216773c71c18b
82,back,time,2000,TV,Felicity,"Oh, congratulations. OK, listen. I'm not asking you go to back in time and erase what you did. I thought we were a couple.","Oh, congratulations. OK, listen. I'm not asking you go to back in time and erase what you did. I thought we were a couple.",017e9d73d6a3eb10b033701ccebc4fab
83,back,time,1999,TV,Stargate SG-1,"What? I know this is hard to understand, but that is how far back in time we've travelled. - I'm sorry. I can't help","What? I know this is hard to understand, but that is how far back in time we've travelled. - I'm sorry. I can't help",41b21c0efee89570bc1a4d71f8b0f8d7
84,back,time,1999,TV,Dilbert,ll see if I can find anything about HISTORY in the literature. Back... Back in time. Back to the 1970s. WALLY: I am getting such A,ll see if I can find anything about HISTORY in the literature. Back... Back in time. Back to the 1970s. WALLY: I am getting such A,c0cb339bbe9806f1eb5ef1f92e206f3f
85,back,time,1999,TV,Dilbert,"pretty great epoch. All right, who wants to fan me? Back... Back in time... To the 1970s... A.D. Remember yourself as a young engineer","pretty great epoch. All right, who wants to fan me? Back... Back in time... To the 1970s... A.D. Remember yourself as a young engineer",ed9f407ee6c81426413985176d8be24f
86,back,time,1997,TV,Star Trek: Deep Spac...,", Julian, I've accepted it. We've got to take the Defiant back in time. Otherwise, we're cheating fate. Yeah, well, I",", Julian, I've accepted it. We've got to take the Defiant back in time. Otherwise, we're cheating fate. Yeah, well, I",7dda6a2e6788dd5568cf7b9c0e9f74f9
87,back,time,1996,TV,"Beverly Hills, 90210","uh, start in footwear. Footwear. Hey, where have you been? Back in time. 1971, to be exact. What a strange year. Look","uh, start in footwear. Footwear. Hey, where have you been? Back in time. 1971, to be exact. What a strange year. Look",65a6898c97363b9b7eb0a0bc1a63aa9a
88,back,time,1995,TV,Hercules: The Legend...,"- Ah, he's upset. He's worried we won't get Sisyphus back in time. Ah well, don't worry. Hercules always comes up with","- Ah, he's upset. He's worried we won't get Sisyphus back in time. Ah well, don't worry. Hercules always comes up with",2b70d28f2d93fe163bb5880895cdda73
89,back,time,1991,TV,Quantum Leap,"it is, but from the looks of your uniform, it's as far back in time as I've ever leaped. Wait a second. Wait a second","it is, but from the looks of your uniform, it's as far back in time as I've ever leaped. Wait a second. Wait a second",9c9343b40ef549f8bf4d5f3319da20b1
90,back,time,1999,MAG,NaturalHist,"as the era of recombination. If you want to "" see "" any farther back in time, ordinary telescopes that view ordinary light will not do. But if","as the era of recombination. If you want to "" see "" any farther back in time, ordinary telescopes that view ordinary light will not do. But if",86d9b8562ae5dad379500c19cf05c006
91,back,time,1999,NEWS,WashPost,"firms ate Cajun rice, green beans and cookies for $ 500 apiece. # Back in Time for Dinner # By 5:30 p.m., it was time to pay homage","firms ate Cajun rice, green beans and cookies for $ 500 apiece. # Back in Time for Dinner # By 5:30 p.m., it was time to pay homage",7e7d7a38b6719e669e42b9758ea3ba4f
92,back,time,1998,FIC,Mov:Avengers,gains a nelson hold on his arms and throat -- And a knee in his back in time for -- PING! The BELL RINGS at -- 3rd floor where --,gains a nelson hold on his arms and throat -- And a knee in his back in time for -- PING! The BELL RINGS at -- 3rd floor where --,2c4a1cf856838b81ec4202624463f7ef
93,back,time,1998,MAG,ScienceNews,"galaxy clusters formed, the stronger dark energy must be. To determine how far back in time most clusters coalesced, astronomers must find the most distant ones. One","galaxy clusters formed, the stronger dark energy must be. To determine how far back in time most clusters coalesced, astronomers must find the most distant ones. One",57025616a8d5f4b5da69c8847232ca66
94,back,time,1997,ACAD,AfricanArts,", although, as Bradbury showed (1959), it pushes events too far back in time. # Some colonial administrators had strong ethnographic interests -- for example,",", although, as Bradbury showed (1959), it pushes events too far back in time. # Some colonial administrators had strong ethnographic interests -- for example,",c3c83e21019b7018eb8f49455f565633
95,back,time,1996,MAG,ScienceNews,"36895 An abundance of ancestral galaxies revealed # Somewhere deep in space and far back in time, the vast reserves of hydrogen and helium gas in young galaxies collapsed","36895 An abundance of ancestral galaxies revealed # Somewhere deep in space and far back in time, the vast reserves of hydrogen and helium gas in young galaxies collapsed",cf1595b49cc1c5114cd4a7417f26a226
96,back,time,1996,MAG,ScienceNews,"redshift 3.5, "" Steidel says. # Astronomers may finally have peered far enough back in time to come face to face with a blank slate-the point at which most","redshift 3.5, "" Steidel says. # Astronomers may finally have peered far enough back in time to come face to face with a blank slate-the point at which most",8f3276af43f9f5d01559137131f34fe3
97,back,time,1995,SPOK,CBS_Morning,could save Mark Fuhrman would be if the judge rules that it's too far back in time. He has done that on certain incidents in this case regarding Fuhrman,could save Mark Fuhrman would be if the judge rules that it's too far back in time. He has done that on certain incidents in this case regarding Fuhrman,2740a13cae809056b3676678b1264c1f
98,back,time,1995,FIC,Bk:Wedding,"they took the same drive, for there was nowhere Gram wanted to go except back in time. Hannibal, with his back to the ladies, almost never seeing","they took the same drive, for there was nowhere Gram wanted to go except back in time. Hannibal, with his back to the ladies, almost never seeing",0754eae8fdc7636122d5991c2035c7a7
99,back,time,1993,SPOK,NPR_Morning,"and if you've got a lot of imagination, you just feel like your back in time, you know. sound of' dinosaur roar' You can think","and if you've got a lot of imagination, you just feel like your back in time, you know. sound of' dinosaur roar' You can think",f620094a54060e3420e48802364294a0
100,back,time,1993,FIC,BkJuv:VoiceWind,a wellknown pottery family with many master pot- p214 ters. They go quite far back in time -- an old line of great potters. I am sure your little,a wellknown pottery family with many master pot- p214 ters. They go quite far back in time -- an old line of great potters. I am sure your little,7962e0df7c1f7e8e8c3e6a53d90a8fc0
101,back,time,1993,MAG,Omni,hoping to find a coffin full of stones. # PHOTOS (19): Back in time: # To resolve some of the most gruesome and enigmatic murder mysteries,hoping to find a coffin full of stones. # PHOTOS (19): Back in time: # To resolve some of the most gruesome and enigmatic murder mysteries,8fdefc13312e8a93a859d3afa771e4be
102,back,time,1992,ACAD,Education,from my 1989-90 national survey of IGE practices. The first phase goes far enough back in time and the survey provides sufficient current information to permit some suggestions regarding what,from my 1989-90 national survey of IGE practices. The first phase goes far enough back in time and the survey provides sufficient current information to permit some suggestions regarding what,b77414fc788a696e60aa27b197a0e6ed
103,back,time,1991,ACAD,Ethnology,"Masikoro. The Mikea indicated that some agriculture and trade had been going on far back in time, supporting the contention of Headland and Reid (1989) that such","Masikoro. The Mikea indicated that some agriculture and trade had been going on far back in time, supporting the contention of Headland and Reid (1989) that such",52a2181edd5ce6e4ba9dac5b2e520c6e
104,back,time,2003,FIC,FantasySciFi,my eyes tight shut; I prayed for forgiveness; I resolved to turn my back on times and deeds best forgotten. The past and its horrors were dead;,my eyes tight shut; I prayed for forgiveness; I resolved to turn my back on times and deeds best forgotten. The past and its horrors were dead;,8217d3dc4c08228f42758fa3beeba05e
105,back,time,2000,MOV,Cast Away,"don't we? Now, let's not commit the sin of turning our back on time. I know. I know. This is it. That's","don't we? Now, let's not commit the sin of turning our back on time. I know. I know. This is it. That's",59773455320413614badc41bdab362a2
106,back,time,1999,MOV,The Blair Witch Project,get the DAT back tomorrow. We have to... We will get the DAT back on time. And the camera. We'll get it all back tomorrow.,get the DAT back tomorrow. We have to... We will get the DAT back on time. And the camera. We'll get it all back tomorrow.,46702c7f230276bf3a92079b9c0ee7c0
107,back,time,1994,ACAD,Raritan,"activity. His work cuts against the grain of modern life, which turns its back on time and duration and sees itself cut off from the past. # Perhaps","activity. His work cuts against the grain of modern life, which turns its back on time and duration and sees itself cut off from the past. # Perhaps",83e754e4add075d5ae9742a4770dd9eb
108,back,time,2015,FIC,FantasySciFi,", I twisted my mind and when I hit the pavement instead of bouncing straight back through time I bounced through.... "" He fell silent and held his head in",", I twisted my mind and when I hit the pavement instead of bouncing straight back through time I bounced through.... "" He fell silent and held his head in",d24956ce34b8d8d8f8976312cedf1221
109,back,time,2012,WEB,tvtropes.org,"actions which lead him into the Loop. The other has Booster send Mister Mind back through time after forcing him back into his larval form, to the point where","actions which lead him into the Loop. The other has Booster send Mister Mind back through time after forcing him back into his larval form, to the point where",64b2c65cb5d98506d9b757c66aa35c3c
110,back,time,2010,MAG,PsychToday,"what he was seeing. I saw through my kids that way, too: back through time, unchanged in memory. My belly softened. "" I love you","what he was seeing. I saw through my kids that way, too: back through time, unchanged in memory. My belly softened. "" I love you",24ee923e7af1644e688cee2d84caf505
111,back,time,2009,FIC,Bk:CuttingStone,"changed, but little else has. Being in that unaltered room propels a thumbing back through time and memory. The unfading print of Bernini's statue of St. Teresa","changed, but little else has. Being in that unaltered room propels a thumbing back through time and memory. The unfading print of Bernini's statue of St. Teresa",f25a21801d7a1658966d5cb5daf092fe
112,back,time,2012,WEB,govolsxtra.com,"on the jump ball and rerouting off the line. Flashes difficulty solidly tackling bigger backs at times. Overall, Edwards is a competitor at the position with good skills","on the jump ball and rerouting off the line. Flashes difficulty solidly tackling bigger backs at times. Overall, Edwards is a competitor at the position with good skills",05d50907dd932f033b0c209b30ca3332
113,back,time,2012,BLOG,noshortcorners.com,"holes, of course, and this team is liable to fall asleep at the back at times, done in by its own confidence that it can throw eight forward","holes, of course, and this team is liable to fall asleep at the back at times, done in by its own confidence that it can throw eight forward",ff224c8c193d27c457bfb8f1341164fe
114,back,time,2012,BLOG,email.about.com,"old town famous for its olives and its port, now a sea resort. Back at Times Square in 1911 New York, a man whose name suggested a family","old town famous for its olives and its port, now a sea resort. Back at Times Square in 1911 New York, a man whose name suggested a family",537252df6a45191bde13b2b698fd85b3
115,back,time,1996,NEWS,WashPost,"pro-style, two-running back formation. # Although Duffner's Terrapins had used two running backs at times -- especially in the final three games of last season -- this move","pro-style, two-running back formation. # Although Duffner's Terrapins had used two running backs at times -- especially in the final three games of last season -- this move",95b190b5159d39006bc50117190bce0d
116,back,time,2005,NEWS,USAToday,"arrived. "" We're going to go back, "" he said. "" Back into time. You know what I'm saying? "" # He pushed the","arrived. "" We're going to go back, "" he said. "" Back into time. You know what I'm saying? "" # He pushed the",d85deb694c121f27303ecb5e03c23d52
117,back,time,2001,FIC,FantasySciFi,"know better. Let him talk, and I will send his spell back. Back into time, when I walked under the sun, in the land that was","know better. Let him talk, and I will send his spell back. Back into time, when I walked under the sun, in the land that was",514b72509932a756358948f2a9a93813
118,back,time,2001,FIC,FantasySciFi,"I walked under the sun, in the land that was called Lyonnesse. # Back into time, when the barbarians first landed on Lyonnesse's sweet shores, and","I walked under the sun, in the land that was called Lyonnesse. # Back into time, when the barbarians first landed on Lyonnesse's sweet shores, and",24a755e3c6bd1942af3c08420cde64f7
119,back,time,2015,FIC,Ploughshares,"back and darkness crept quickly upon you; it did not help, this turning back of time. You would have needed weeks, months, not a single hour","back and darkness crept quickly upon you; it did not help, this turning back of time. You would have needed weeks, months, not a single hour",c129845dc3d7580cc680e901713d9a15
120,back,time,2012,WEB,amazon.com,"death is a tragic secret revealed. # In a supreme irony, the folding back of time, at the end, finds the gansta rap son of Ruth,","death is a tragic secret revealed. # In a supreme irony, the folding back of time, at the end, finds the gansta rap son of Ruth,",ed42a9154c1de651ab1821a88cb2de33
121,back,time,1990,FIC,VirginiaQRev,"same. I think this is very nice, how you get up on the back of time and ride and you don't know where it will go or how","same. I think this is very nice, how you get up on the back of time and ride and you don't know where it will go or how",bb726fd33697f95e7b7ce047ec350aed
122,back,time,2016,FIC,Analog,"for building the bracket isn't allowed by the contest rules. So we re back to time travel. Stop trying to slow-play me, John. I know you","for building the bracket isn't allowed by the contest rules. So we re back to time travel. Stop trying to slow-play me, John. I know you",0c8086e85ca07d7a482542896f4fa97c
123,back,time,2008,TV,Gossip Girl,"I can't believe this. Spotted - - s. And a. Bringing.Sexy back to times square. Move over, disney. 42ND street is steaming up.","I can't believe this. Spotted - - s. And a. Bringing.Sexy back to times square. Move over, disney. 42ND street is steaming up.",a37b3017d1743dff607a2418e0e04183
