,lemma_1,lemma_2,year,genre,source,text,clean_text,sentence_key
43,time,site,2009,NEWS,NYTimes,"specific plans. # That is a big change from 2007, when The Times site abandoned a pay wall for some content, concluding that it was restricting the potential","specific plans. # That is a big change from 2007, when The Times site abandoned a pay wall for some content, concluding that it was restricting the potential",f482d6853324176fff1f8e1391715aab
44,time,site,2009,ACAD,IntlAffairs,"suggested that this was the work of hackers. (n64) <> The Zimbabwe Times site was next. On Tuesday, 15 July 2008, it came under severe Denial","suggested that this was the work of hackers. (n64) <> The Zimbabwe Times site was next. On Tuesday, 15 July 2008, it came under severe Denial",d1746ac550e5ae376b3f51891ae51ce4
45,time,site,2005,ACAD,ArtBulletin,"it is almost certain that the altarpiece and its pictorial program were at one time sited directly over the findspot, another fact relevant for an alternative view of the Pulkau","it is almost certain that the altarpiece and its pictorial program were at one time sited directly over the findspot, another fact relevant for an alternative view of the Pulkau",25c8f6b074cfe7f4bc801f3403288328
46,time,site,2003,NEWS,Houston,Angelo State. # # UH at a glance # Schedule # Date Opponent Time Site # Aug. 30 Rice 7 p.m. Robertson Stadium # Sept. 6 Michigan 11 a.m,Angelo State. # # UH at a glance # Schedule # Date Opponent Time Site # Aug. 30 Rice 7 p.m. Robertson Stadium # Sept. 6 Michigan 11 a.m,e7a650e969fcedf332b45bc5d048cb40
47,time,site,2003,NEWS,Houston,""" # # Rice at a glance # Schedule #   #  Date Opponent Time Site  #  Aug. 30 Houston 7 p.m. Robertson Stadium  #  Sept. 13 Duke 5 p.m",""" # # Rice at a glance # Schedule # # Date Opponent Time Site # Aug. 30 Houston 7 p.m. Robertson Stadium # Sept. 13 Duke 5 p.m",977685effdb50175538d4ad3b7728b6f
48,time,site,2001,NEWS,NYTimes,"months ahead, including The New York Times on the Web. (The Times site has also permitted limited use of pop-up ad windows in recent months.) #","months ahead, including The New York Times on the Web. (The Times site has also permitted limited use of pop-up ad windows in recent months.) #",631acef47c748fe968eac796158aa63a
49,time,site,1999,MAG,WashMonth,"There are advantages to this: If a page (like The New York Times site) requires a password for you to access its information, cookies are what allow","There are advantages to this: If a page (like The New York Times site) requires a password for you to access its information, cookies are what allow",842196d33c101835f8d3a610f568b3db
50,time,site,1998,MAG,PCWorld,"firm called AdKnowledge. Similarly, a visit to the automobile section of the Times site spawned a cookie from Imigis, another Web-based advertising agency, and a trip to","firm called AdKnowledge. Similarly, a visit to the automobile section of the Times site spawned a cookie from Imigis, another Web-based advertising agency, and a trip to",2c6243648e9dff5dec90f9c049f78aea
51,time,site,1998,MAG,PCWorld,"cookie courtesy of a visit to the Book Review section on the New York Times site. Along with it was one from www. focalink.com, the URL for a Web-based","cookie courtesy of a visit to the Book Review section on the New York Times site. Along with it was one from www. focalink.com, the URL for a Web-based",90bb20490e7bc4a5c9ec0b2d9a282c27
52,time,setting,2014,MAG,USAToday,"basket. # The Quick- Touch programming panel includes controls for brew strength, time settings, and an auto brew feature that lets you wake up to a fresh pot","basket. # The Quick- Touch programming panel includes controls for brew strength, time settings, and an auto brew feature that lets you wake up to a fresh pot",ee9cbc4c8ef2d7f9b5279aedd02262e0
53,time,setting,2013,MAG,PCWorld,ticking. Click the clock in the system tray and select Change date and time settings. This should correct most problems. # TABLE # My printer won't print,ticking. Click the clock in the system tray and select Change date and time settings. This should correct most problems. # TABLE # My printer won't print,67fde7d07f96ffd7335a2b0cf3d4f3a5
54,time,setting,2012,MAG,USAToday,"transport easy. This six-quart slow cooker features programmable controls, including four preset time settings, and an auto-shift to warm feature with count-up timer. Removable oval stoneware and","transport easy. This six-quart slow cooker features programmable controls, including four preset time settings, and an auto-shift to warm feature with count-up timer. Removable oval stoneware and",36ac80d6a7ff14343fb5ae53dea7b369
55,time,setting,2012,ACAD,Education,"use in the classroom. A timer was used to remind children of the time setting and to monitor children to take turns fairly. # However, the time limit","use in the classroom. A timer was used to remind children of the time setting and to monitor children to take turns fairly. # However, the time limit",54a40070b81f9dfc3589b40d77c2a696
56,time,setting,2012,WEB,dhgate.com,""" set "", according to REC/SNAP confirm (confirmation "" close "" exit time Settings, confirm "" Settings "" into the time set interface); In the time",""" set "", according to REC/SNAP confirm (confirmation "" close "" exit time Settings, confirm "" Settings "" into the time set interface); In the time",300539adfe7c9e3d1471702f273244bb
57,time,setting,2012,WEB,...blib.boulder.ibm.com,server is updating the database.  Action # Ensure that the date and time settings are aligned for the computers where the,server is updating the database. Action # Ensure that the date and time settings are aligned for the computers where the,29eb86e8bb3789a35faf721ad3409e1b
58,time,setting,2012,BLOG,blog.tourwrist.com,"will save you time in post production.) # So after spending some time setting and correcting manual control points between all of the frames, the second big challenge","will save you time in post production.) # So after spending some time setting and correcting manual control points between all of the frames, the second big challenge",290464a5cf2f27a9aa2ebd25b4c213ec
59,time,setting,2012,BLOG,ericdsnider.com,"far. We are not there yet, but we have progressed from the time setting of the film in a natural flow. We may not know what is coming","far. We are not there yet, but we have progressed from the time setting of the film in a natural flow. We may not know what is coming",5c815237e7a19a5e3cbf5881352a14f0
60,time,setting,2012,BLOG,mubi.com,"a match. No one seems yet to have heard of electricity; the time setting is unclear; presumably, it's the turn of the century. # Presumably","a match. No one seems yet to have heard of electricity; the time setting is unclear; presumably, it's the turn of the century. # Presumably",129004cfd619d94357b6ae2546a6be40
61,time,setting,2012,BLOG,novelspot.net,fulfills the requirements for a wonderful read. The situations are realistic for the time setting and the historical facts are obviously well researched. Sandra and Jim have a sweet,fulfills the requirements for a wonderful read. The situations are realistic for the time setting and the historical facts are obviously well researched. Sandra and Jim have a sweet,90250b20b4f3ed5ca7468b7bec02cd0d
62,time,setting,2008,FIC,Bk:PlanetDates,"never saw fit to accommodate us in that department-the June sun took its sweet time setting; what's more, we tended to linger long after dark, playing past","never saw fit to accommodate us in that department-the June sun took its sweet time setting; what's more, we tended to linger long after dark, playing past",767f50f8db97cdc08e9fd087b8554243
63,time,setting,2008,MAG,Ebony,"for Fiction in 2007. Adichie, who was not even born during the time settings of her novels, has impressed critics with her vivid, accurate portrayal of some","for Fiction in 2007. Adichie, who was not even born during the time settings of her novels, has impressed critics with her vivid, accurate portrayal of some",2d1b9dc1014bf601712ebf1a607dc782
64,time,setting,2004,ACAD,DrugIssues,", the response on the quantitative data shows "" club "" as the first time setting. Respondents reported "" cars "" as setting of use only if they were actually",", the response on the quantitative data shows "" club "" as the first time setting. Respondents reported "" cars "" as setting of use only if they were actually",072a2b4646873e86ba036404f2a60cad
65,time,setting,1999,MAG,USAToday,"A sleek stereo speaker look encompasses a dual alarm system, allowing two separate time settings, a snooze button, and a 16 preset AM/FM station memory. The big","A sleek stereo speaker look encompasses a dual alarm system, allowing two separate time settings, a snooze button, and a 16 preset AM/FM station memory. The big",ce24f39a2cf2ebb07e30559ddf859ee7
66,time,setting,1999,MAG,PopMech,"off, depending on the heat required. The oven features preprogrammed heat and time settings for 39 foods and you can add up to 10 of your own menus to","off, depending on the heat required. The oven features preprogrammed heat and time settings for 39 foods and you can add up to 10 of your own menus to",7742943d7528678dc8993033bb037043
67,time,setting,1998,ACAD,WaterEngin,"can be operator set from 40 seconds to 40 minutes. With a short time setting, these screens proved to be helpful when tuning the system's operation. #","can be operator set from 40 seconds to 40 minutes. With a short time setting, these screens proved to be helpful when tuning the system's operation. #",305ec6ed0cf60d274689752f19b0e965
68,time,setting,1997,ACAD,RoeperReview,role play social and leadership skills. # Switching linguistic and cultural codes Often times settings demand behaviors and actions that may be less familiar to gifted African American students.,role play social and leadership skills. # Switching linguistic and cultural codes Often times settings demand behaviors and actions that may be less familiar to gifted African American students.,fd8eafcf8a4cec762b75eaa42f4c91ec
69,time,setting,1996,SPOK,PBS_Newshour,"ago. It is -- if I'm not very much mistaken -- the time setting is mid 70's, late 70's. The situation is altogether different today","ago. It is -- if I'm not very much mistaken -- the time setting is mid 70's, late 70's. The situation is altogether different today",870cb8c27c73950312bef7b134548386
70,time,setting,1996,MAG,PopMech,"releases. Other improvements include automatic defrosting and a range of programmed power and time settings for the most popular microwave foods, such as pizzas, popcorn and packaged dinners","releases. Other improvements include automatic defrosting and a range of programmed power and time settings for the most popular microwave foods, such as pizzas, popcorn and packaged dinners",72eb05515712c9ad4408a143e39474d5
71,time,setting,1992,ACAD,RehabResrch,"or a need to rest between keystrokes to avoid errors), the acceptance time setting was increased as scheduled. Data analysis # The data from the three related text","or a need to rest between keystrokes to avoid errors), the acceptance time setting was increased as scheduled. Data analysis # The data from the three related text",1f7632aed6573ad1b9d993678c108caf
72,time,setting,1992,ACAD,RehabResrch,"session ten for Subjects 3 and 4. The criteria for increasing the acceptance time setting involved the comfort and skill of the subjects. For example, if the subject","session ten for Subjects 3 and 4. The criteria for increasing the acceptance time setting involved the comfort and skill of the subjects. For example, if the subject",3056c04849d5c34d1503b69ce08a4aaa
73,time,setting,1992,ACAD,RehabResrch,. The calculated real-time value for setting 16 is 0.268 seconds. The acceptance time setting was increased systematically for each subject until he reached the maximum value of 16.,. The calculated real-time value for setting 16 is 0.268 seconds. The acceptance time setting was increased systematically for each subject until he reached the maximum value of 16.,a988ea4de3da115b13924916c0928cf6
74,time,setting,1992,ACAD,RehabResrch,"with auditory feedback when a letter is sent to the computer. The acceptance time settings range from 1 to 16, with 16 being the fastest. The calculated real-time","with auditory feedback when a letter is sent to the computer. The acceptance time settings range from 1 to 16, with 16 being the fastest. The calculated real-time",384b903146bf3c178a2ba11b7c5d6921
75,time,setting,1991,ACAD,SocialStudies,"Pocohontas. Late Nineteenth Century # In the two previous books with the earlier time settings, the familes were separated because of the choices made by the parents. Set","Pocohontas. Late Nineteenth Century # In the two previous books with the earlier time settings, the familes were separated because of the choices made by the parents. Set",f0b7a7395d9d69f759a4ae6abf69d1fc
76,time,place,2019,SPOK,CBS_FaceNation,"you hit him in the pocketbook. His oligarch friends are having a hard time placing their money around the world. We put tremendous sanctions on the Russian economy,","you hit him in the pocketbook. His oligarch friends are having a hard time placing their money around the world. We put tremendous sanctions on the Russian economy,",606ca252d9a34505cd1e3f30fc9892cf
77,time,place,2019,FIC,Analog,"problems and devise instant strategies for response. He runs several hypotheticals, each time placing himself at a disadvantage. An enemy leaps in from behind; he spins,","problems and devise instant strategies for response. He runs several hypotheticals, each time placing himself at a disadvantage. An enemy leaps in from behind; he spins,",85b5e5714ce12c0a0c920be2e7444882
