name,label,hasLemma
LexicalUnit_6322,['path.n out'],['path.n out']
LexicalUnit_2744,['ketamine.n'],['ketamine.n']
LexicalUnit_5503,['rush.v'],['rush.v']
LexicalUnit_2238,['mourn.v'],['mourn.v']
LexicalUnit_40,['act.n'],['act.n']
LexicalUnit_5954,['captivity.n'],['captivity.n']
LexicalUnit_8984,['holdover fire.n'],['holdover fire.n']
LexicalUnit_5241,['enchant.v'],['enchant.v']
LexicalUnit_6432,['blight.v'],['blight.v']
LexicalUnit_3401,['horrifying.a'],['horrifying.a']
LexicalUnit_1375,['afforestation.n'],['afforestation.n']
LexicalUnit_7629,['dormant.a'],['dormant.a']
LexicalUnit_5763,['green advertising.n'],['green advertising.n']
LexicalUnit_2052,['mob boss.n'],['mob boss.n']
LexicalUnit_6771,['self confidence.n'],['self confidence.n']
LexicalUnit_1248,['unclouded.a'],['unclouded.a']
LexicalUnit_5259,['totemic.a'],['totemic.a']
LexicalUnit_1358,['global warming catastrophe.n'],['global warming catastrophe.n']
LexicalUnit_1786,['crumbly.a'],['crumbly.a']
LexicalUnit_2714,['slide.v'],['slide.v']
LexicalUnit_4975,['on-site laundry.n'],['on-site laundry.n']
LexicalUnit_1221,['facial bar.n'],['facial bar.n']
LexicalUnit_4000,['grasp.n'],['grasp.n']
LexicalUnit_7741,['voice.v'],['voice.v']
LexicalUnit_6300,['hike.v'],['hike.v']
LexicalUnit_4014,['bereaved.adj'],['bereaved.adj']
LexicalUnit_6364,['perceive.v'],['perceive.v']
LexicalUnit_4789,['canyon.n'],['canyon.n']
LexicalUnit_7385,['dimply.a'],['dimply.a']
LexicalUnit_6040,['conundrum.n'],['conundrum.n']
LexicalUnit_851,['studio.n'],['studio.n']
LexicalUnit_8579,['vaccine.n'],['vaccine.n']
LexicalUnit_4061,['antigun doctrine.n'],['antigun doctrine.n']
LexicalUnit_2746,['marijuana.n'],['marijuana.n']
LexicalUnit_4944,['grinning.a'],['grinning.a']
LexicalUnit_8469,['joblessness.n'],['joblessness.n']
LexicalUnit_4903,['murder.n'],['murder.n']
LexicalUnit_291,['jumpy.a'],['jumpy.a']
LexicalUnit_8571,['unvaccinated.a'],['unvaccinated.a']
LexicalUnit_811,['edifice.n'],['edifice.n']
LexicalUnit_187,['stockpile.v'],['stockpile.v']
LexicalUnit_2887,['an education.n'],['an education.n']
LexicalUnit_1814,['reliable.a'],['reliable.a']
LexicalUnit_50,['advocacy.n'],['advocacy.n']
LexicalUnit_2134,['chop.v'],['chop.v']
LexicalUnit_2045,['felony.n'],['felony.n']
LexicalUnit_2013,['dauntlessness.n'],['dauntlessness.n']
LexicalUnit_5705,['broadcasting.n'],['broadcasting.n']
LexicalUnit_3338,['extreme heat precaution.n'],['extreme heat precaution.n']
LexicalUnit_6737,['owner.n'],['owner.n']
LexicalUnit_7277,['bistro.n'],['bistro.n']
LexicalUnit_8646,['cab.v'],['cab.v']
LexicalUnit_2828,['eco-resource.n'],['eco-resource.n']
LexicalUnit_7093,['Catholic.n'],['Catholic.n']
LexicalUnit_2342,['democracy.n'],['democracy.n']
LexicalUnit_4226,['gun-rights advocate.n'],['gun-rights advocate.n']
LexicalUnit_4562,['destitute.a'],['destitute.a']
LexicalUnit_1881,['fetter.v'],['fetter.v']
LexicalUnit_8925,['vine.n'],['vine.n']
LexicalUnit_6826,['initiating.a'],['initiating.a']
LexicalUnit_3233,['ogre.n'],['ogre.n']
LexicalUnit_7931,['exploratory surgery.n'],['exploratory surgery.n']
LexicalUnit_5302,['scutter.v'],['scutter.v']
LexicalUnit_5729,['pathogenic.a'],['pathogenic.a']
LexicalUnit_8851,['reallocate.v'],['reallocate.v']
LexicalUnit_285,['fret.v'],['fret.v']
LexicalUnit_3056,['bog.v down'],['bog.v down']
LexicalUnit_3144,['environmentally conscious living.n'],['environmentally conscious living.n']
LexicalUnit_7121,['faith.n'],['faith.n']
LexicalUnit_2360,['desire.v'],['desire.v']
LexicalUnit_951,['bronchogenic carcinoma.n'],['bronchogenic carcinoma.n']
LexicalUnit_358,['attack.v'],['attack.v']
LexicalUnit_3733,['force.n'],['force.n']
LexicalUnit_8260,['stiff.a'],['stiff.a']
LexicalUnit_1994,['price tag.n'],['price tag.n']
LexicalUnit_1932,['contact transmission.n'],['contact transmission.n']
LexicalUnit_5513,['scurry.v'],['scurry.v']
LexicalUnit_1417,['reforestation.n'],['reforestation.n']
LexicalUnit_441,['recede.v'],['recede.v']
LexicalUnit_669,['vein.n'],['vein.n']
LexicalUnit_7802,['minister.n'],['minister.n']
LexicalUnit_7806,['prime minister.n'],['prime minister.n']
LexicalUnit_8328,['green light.n'],['green light.n']
LexicalUnit_2957,['emotion.n'],['emotion.n']
LexicalUnit_6070,['natural disaster.n'],['natural disaster.n']
LexicalUnit_5842,['mommy brain.n'],['mommy brain.n']
LexicalUnit_5213,['apparatus.n'],['apparatus.n']
LexicalUnit_5799,['birth mom.n'],['birth mom.n']
LexicalUnit_3894,['obtain.v'],['obtain.v']
LexicalUnit_3017,['Clean Water Act.n'],['Clean Water Act.n']
LexicalUnit_7421,['embargo.n'],['embargo.n']
LexicalUnit_1079,['card.n game.n'],['card.n game.n']
LexicalUnit_5517,['shadow.v'],['shadow.v']
LexicalUnit_2730,['reverie.n'],['reverie.n']
LexicalUnit_947,['brain cancer.n'],['brain cancer.n']
LexicalUnit_5523,['shuffle.v'],['shuffle.v']
LexicalUnit_8128,['seductive.a'],['seductive.a']
LexicalUnit_7012,['reasoning.n'],['reasoning.n']
LexicalUnit_6298,['ford.v'],['ford.v']
LexicalUnit_4033,['pining.v'],['pining.v']
LexicalUnit_7090,['Buddhism.n'],['Buddhism.n']
LexicalUnit_7068,['annunciation.n'],['annunciation.n']
LexicalUnit_7299,['revitalize.v'],['revitalize.v']
LexicalUnit_5374,['commute.v'],['commute.v']
LexicalUnit_323,['asset.n'],['asset.n']
LexicalUnit_8006,['survival.n'],['survival.n']
LexicalUnit_2122,['plow.n'],['plow.n']
LexicalUnit_6073,['air.n'],['air.n']
LexicalUnit_3930,['gap.n'],['gap.n']
LexicalUnit_5299,['sashay.v'],['sashay.v']
LexicalUnit_657,['bloodletting.n'],['bloodletting.n']
LexicalUnit_5153,['look.v'],['look.v']
LexicalUnit_3604,['feathery.a'],['feathery.a']
LexicalUnit_7859,['windstorm.n'],['windstorm.n']
LexicalUnit_8248,['exit visa.n'],['exit visa.n']
LexicalUnit_3101,['environmental justice.n'],['environmental justice.n']
LexicalUnit_8784,['war.n'],['war.n']
LexicalUnit_7109,['Deism.n'],['Deism.n']
LexicalUnit_7011,['reason.v'],['reason.v']
LexicalUnit_6932,['many.a'],['many.a']
LexicalUnit_4836,['loan.n'],['loan.n']
LexicalUnit_5321,['stretch.v'],['stretch.v']
LexicalUnit_4758,['whack-job.n'],['whack-job.n']
LexicalUnit_443,['retreat.v'],['retreat.v']
LexicalUnit_7702,['the haves.n'],['the haves.n']
LexicalUnit_3,['capability.n'],['capability.n']
LexicalUnit_154,['cognac.n'],['cognac.n']
LexicalUnit_5144,['survival.n'],['survival.n']
LexicalUnit_4938,['chuckle.n'],['chuckle.n']
LexicalUnit_999,['occult primary tumour.n'],['occult primary tumour.n']
LexicalUnit_3397,['frightened.a'],['frightened.a']
LexicalUnit_1210,['cleanse.v'],['cleanse.v']
LexicalUnit_2473,['two-dimensional.a'],['two-dimensional.a']
LexicalUnit_3118,['green tech.n'],['green tech.n']
LexicalUnit_2854,['solar power.n'],['solar power.n']
LexicalUnit_4281,['poison.v'],['poison.v']
LexicalUnit_8720,['vigour.n'],['vigour.n']
LexicalUnit_6309,['run away.v'],['run away.v']
LexicalUnit_7610,['quiet.v'],['quiet.v']
LexicalUnit_4071,['anti gun ideology.n'],['anti gun ideology.n']
LexicalUnit_2456,['X-Ray.n'],['X-Ray.n']
LexicalUnit_5772,['costliness.n'],['costliness.n']
LexicalUnit_8373,['eradicate.v'],['eradicate.v']
LexicalUnit_1682,['coldness.n'],['coldness.n']
LexicalUnit_4491,['amuse.v'],['amuse.v']
LexicalUnit_2560,['drug.n'],['drug.n']
LexicalUnit_2889,['educational.a'],['educational.a']
LexicalUnit_2321,['Almighty.n'],['Almighty.n']
LexicalUnit_8435,['authoritarian.a'],['authoritarian.a']
LexicalUnit_7335,['pie.n'],['pie.n']
LexicalUnit_2819,['gorge.v'],['gorge.v']
LexicalUnit_717,['cheek.n'],['cheek.n']
LexicalUnit_4629,['explode.v'],['explode.v']
LexicalUnit_2023,['plucky.a'],['plucky.a']
LexicalUnit_4317,['immunity.a'],['immunity.a']
LexicalUnit_3532,['stiff.a'],['stiff.a']
LexicalUnit_6415,['cynic.n'],['cynic.n']
LexicalUnit_3964,['beach.n'],['beach.n']
LexicalUnit_6006,['motionlessness.n'],['motionlessness.n']
LexicalUnit_8980,['fire blindness.n'],['fire blindness.n']
LexicalUnit_4665,['uncostly.a'],['uncostly.a']
LexicalUnit_6230,['pig.v out'],['pig.v out']
LexicalUnit_1005,['primary tumour.n'],['primary tumour.n']
LexicalUnit_4076,['gun control effort.n'],['gun control effort.n']
LexicalUnit_4759,['whackjob.n'],['whackjob.n']
LexicalUnit_8688,['verticality.n'],['verticality.n']
LexicalUnit_1409,['global warming mitigation strategy.n'],['global warming mitigation strategy.n']
LexicalUnit_6900,['follow.v'],['follow.v']
LexicalUnit_7711,['herd.n'],['herd.n']
LexicalUnit_3092,['environmental coalition.n'],['environmental coalition.n']
LexicalUnit_511,['dwell.v'],['dwell.v']
LexicalUnit_1815,['rely.v on'],['rely.v on']
LexicalUnit_5120,['blanket.n'],['blanket.n']
LexicalUnit_8396,['encroachment.n'],['encroachment.n']
LexicalUnit_2971,['enabling.adj'],['enabling.adj']
LexicalUnit_1965,['sanitzed.v'],['sanitzed.v']
LexicalUnit_595,['lingonberry.n'],['lingonberry.n']
LexicalUnit_1556,['slam.v shut'],['slam.v shut']
LexicalUnit_7466,['stealthy.a'],['stealthy.a']
LexicalUnit_3472,['combustion.n'],['combustion.n']
LexicalUnit_854,['bully.n'],['bully.n']
LexicalUnit_8755,['battle.v'],['battle.v']
LexicalUnit_2920,['spume.n'],['spume.n']
LexicalUnit_1487,['COVID-19 protein.n'],['COVID-19 protein.n']
LexicalUnit_6761,['top-end.a'],['top-end.a']
LexicalUnit_3540,['fit.v'],['fit.v']
LexicalUnit_7984,['astonish.v'],['astonish.v']
LexicalUnit_5639,['whisk.v'],['whisk.v']
LexicalUnit_2443,['platelets.n'],['platelets.n']
LexicalUnit_5365,['chariot.v'],['chariot.v']
LexicalUnit_1097,['causation.n'],['causation.n']
LexicalUnit_6217,['gluttony.n'],['gluttony.n']
LexicalUnit_7351,['love.n'],['love.n']
LexicalUnit_1184,['merry-go-round.n'],['merry-go-round.n']
LexicalUnit_666,['pulse.n'],['pulse.n']
LexicalUnit_6170,['gaping.a'],['gaping.a']
LexicalUnit_773,['presumptuous.a'],['presumptuous.a']
LexicalUnit_1561,['blazer.n'],['blazer.n']
LexicalUnit_8850,['mete.v'],['mete.v']
LexicalUnit_3392,['fear.n'],['fear.n']
LexicalUnit_2877,['edge.n'],['edge.n']
LexicalUnit_333,['affix.v'],['affix.v']
LexicalUnit_6627,['weakness.n'],['weakness.n']
LexicalUnit_5104,['brilliance.n'],['brilliance.n']
LexicalUnit_3379,['mother.n'],['mother.n']
LexicalUnit_2157,['maximum sustained surface wind.n'],['maximum sustained surface wind.n']
LexicalUnit_8922,['snowy.a'],['snowy.a']
LexicalUnit_492,['highest peak.n'],['highest peak.n']
LexicalUnit_8882,['top 1 percent.n'],['top 1 percent.n']
LexicalUnit_6165,['vulgar.a'],['vulgar.a']
LexicalUnit_953,['cancer.n'],['cancer.n']
LexicalUnit_8111,['green tea.n'],['green tea.n']
LexicalUnit_7316,['snare.n'],['snare.n']
LexicalUnit_8387,['rehabilitation.n'],['rehabilitation.n']
LexicalUnit_5268,['boogie.v'],['boogie.v']
LexicalUnit_7996,['startled.a'],['startled.a']
LexicalUnit_830,['bedroom.n'],['bedroom.n']
LexicalUnit_2249,['indebtedness.n'],['indebtedness.n']
LexicalUnit_2106,['gun related violent crime.n'],['gun related violent crime.n']
LexicalUnit_6358,['unanxious.a'],['unanxious.a']
LexicalUnit_984,['melanoma.n'],['melanoma.n']
LexicalUnit_5553,['spill.v'],['spill.v']
LexicalUnit_8788,['toasty.a'],['toasty.a']
LexicalUnit_6514,['box.v'],['box.v']
LexicalUnit_3276,['exist.v'],['exist.v']
LexicalUnit_4719,['quaff.v'],['quaff.v']
LexicalUnit_963,['carcinoma.n'],['carcinoma.n']
LexicalUnit_2643,['climate change dialogue.n'],['climate change dialogue.n']
LexicalUnit_3094,['environmental ethics.n'],['environmental ethics.n']
LexicalUnit_3370,['aunt.n'],['aunt.n']
LexicalUnit_2728,['fantasize.v'],['fantasize.v']
LexicalUnit_7066,['Anglican.a'],['Anglican.a']
LexicalUnit_7483,['bound.v'],['bound.v']
LexicalUnit_1154,['revise.v'],['revise.v']
LexicalUnit_2633,['dissect.v'],['dissect.v']
LexicalUnit_3922,['pawn.n'],['pawn.n']
LexicalUnit_3097,['environmental group.n'],['environmental group.n']
LexicalUnit_232,['pup.n'],['pup.n']
LexicalUnit_4678,['flu.n'],['flu.n']
LexicalUnit_8691,['mutate.v'],['mutate.v']
LexicalUnit_5712,['reporting.n'],['reporting.n']
LexicalUnit_1957,['hand sanitizer.n'],['hand sanitizer.n']
LexicalUnit_7154,['religion.n'],['religion.n']
LexicalUnit_2652,['climate communication.n'],['climate communication.n']
LexicalUnit_4399,['ophthalmologist.n'],['ophthalmologist.n']
LexicalUnit_2681,['faraway.a'],['faraway.a']
LexicalUnit_469,['stumbling block.n'],['stumbling block.n']
LexicalUnit_7070,['apocrypha.n'],['apocrypha.n']
LexicalUnit_3679,['spout.v'],['spout.v']
LexicalUnit_2568,['intubation.n'],['intubation.n']
LexicalUnit_8707,['hidden.a'],['hidden.a']
LexicalUnit_1441,['anti-mask.a'],['anti-mask.a']
LexicalUnit_2016,['heroic.a'],['heroic.a']
LexicalUnit_3407,['spooky.a'],['spooky.a']
LexicalUnit_4639,['spread.n'],['spread.n']
LexicalUnit_2796,['volcanic earthquake.n'],['volcanic earthquake.n']
LexicalUnit_5484,['quiver.v'],['quiver.v']
LexicalUnit_5652,['married.a'],['married.a']
LexicalUnit_1596,['nightie.n'],['nightie.n']
LexicalUnit_3849,['emptiness.n'],['emptiness.n']
LexicalUnit_6899,['chase.v'],['chase.v']
LexicalUnit_3884,['morrow.n'],['morrow.n']
LexicalUnit_7868,['twisting.a'],['twisting.a']
LexicalUnit_8572,['vaccinate.v'],['vaccinate.v']
LexicalUnit_2306,['pinch.v'],['pinch.v']
LexicalUnit_6579,['roadway.n'],['roadway.n']
LexicalUnit_2559,['disease treatment.n'],['disease treatment.n']
LexicalUnit_42,['action.n'],['action.n']
LexicalUnit_4277,['maim.v'],['maim.v']
LexicalUnit_1497,['viral variant.n'],['viral variant.n']
LexicalUnit_9009,['wage.n'],['wage.n']
LexicalUnit_47,['addiction.n'],['addiction.n']
LexicalUnit_7036,['leach.v'],['leach.v']
LexicalUnit_4549,['hit.v'],['hit.v']
LexicalUnit_5682,['afternoon tea.n'],['afternoon tea.n']
LexicalUnit_8859,['multi-millionaire.n'],['multi-millionaire.n']
LexicalUnit_3573,['stitch.v up'],['stitch.v up']
LexicalUnit_7970,['surgical reconstruction.n'],['surgical reconstruction.n']
LexicalUnit_7523,['oversensitive.a'],['oversensitive.a']
LexicalUnit_8274,['afternoon.n'],['afternoon.n']
LexicalUnit_2173,['endangerment.n'],['endangerment.n']
LexicalUnit_1557,['activewear.n'],['activewear.n']
LexicalUnit_4441,['steam.n'],['steam.n']
LexicalUnit_7979,['vascular surgery.n'],['vascular surgery.n']
LexicalUnit_5737,['general.n'],['general.n']
LexicalUnit_3539,['fit.n'],['fit.n']
LexicalUnit_6743,['impoverishment.n'],['impoverishment.n']
LexicalUnit_1692,['nippy.a'],['nippy.a']
LexicalUnit_7508,['skim.v'],['skim.v']
LexicalUnit_5085,['glimmer.v'],['glimmer.v']
LexicalUnit_6017,['dulcet.a'],['dulcet.a']
LexicalUnit_213,['creature.n'],['creature.n']
LexicalUnit_3780,['fracking.n'],['fracking.n']
LexicalUnit_6630,['haven.n'],['haven.n']
LexicalUnit_2786,['interplate earthquake.n'],['interplate earthquake.n']
LexicalUnit_8046,['tart.a'],['tart.a']
LexicalUnit_3561,['mainstream.n'],['mainstream.n']
LexicalUnit_1072,['CO2 sink.n'],['CO2 sink.n']
LexicalUnit_2451,['symptom.n'],['symptom.n']
LexicalUnit_3414,['cook-off.n'],['cook-off.n']
LexicalUnit_616,['potable.a'],['potable.a']
LexicalUnit_866,['burden.v'],['burden.v']
LexicalUnit_3731,['spongy.a'],['spongy.a']
LexicalUnit_4133,['gun violence prevention measure.n'],['gun violence prevention measure.n']
LexicalUnit_4066,['anti gun sentiment.n'],['anti gun sentiment.n']
LexicalUnit_5275,['conga.v'],['conga.v']
LexicalUnit_4780,['institute.n'],['institute.n']
LexicalUnit_3247,['obese.a'],['obese.a']
LexicalUnit_7262,['piggybank.n'],['piggybank.n']
LexicalUnit_4776,['inspiration.n'],['inspiration.n']
LexicalUnit_2257,['decay.v'],['decay.v']
LexicalUnit_2592,['repulsive.a'],['repulsive.a']
LexicalUnit_7007,['inference.n'],['inference.n']
LexicalUnit_2687,['out of grasp.a'],['out of grasp.a']
LexicalUnit_1785,['crumbling.a'],['crumbling.a']
LexicalUnit_7936,['grafting.v'],['grafting.v']
LexicalUnit_7785,['emaciated.a'],['emaciated.a']
LexicalUnit_2150,['Hurricane Harvey.n'],['Hurricane Harvey.n']
LexicalUnit_6008,['still.a'],['still.a']
LexicalUnit_5699,['meaning.n'],['meaning.n']
LexicalUnit_4965,['cleaners.n'],['cleaners.n']
LexicalUnit_2285,['shrinkage.n'],['shrinkage.n']
LexicalUnit_4771,['unfeeling.a'],['unfeeling.a']
LexicalUnit_5685,['coffee break.n'],['coffee break.n']
LexicalUnit_2213,['moonless.a'],['moonless.a']
LexicalUnit_5351,['bow.v'],['bow.v']
LexicalUnit_4733,['deranged.a'],['deranged.a']
LexicalUnit_7040,['liquidate.v'],['liquidate.v']
LexicalUnit_1009,['secondary tumour.n'],['secondary tumour.n']
LexicalUnit_780,['bored.a'],['bored.a']
LexicalUnit_2881,['outline.n'],['outline.n']
LexicalUnit_4308,['balm.n'],['balm.n']
LexicalUnit_6593,['brawn.n'],['brawn.n']
LexicalUnit_3096,['environmental feminist.n'],['environmental feminist.n']
LexicalUnit_3344,['brocade.n'],['brocade.n']
LexicalUnit_6628,['asylum.n'],['asylum.n']
LexicalUnit_8584,['valuable.a'],['valuable.a']
LexicalUnit_6348,['relax.v'],['relax.v']
LexicalUnit_7830,['muzzle.n'],['muzzle.n']
LexicalUnit_1368,['eco-mourning.n'],['eco-mourning.n']
LexicalUnit_8947,['boonies.n'],['boonies.n']
LexicalUnit_3929,['fissure.n'],['fissure.n']
LexicalUnit_130,['nitrous oxide.n'],['nitrous oxide.n']
LexicalUnit_7865,['curvy.a'],['curvy.a']
LexicalUnit_2036,['form.v'],['form.v']
LexicalUnit_8264,['tighten.v'],['tighten.v']
LexicalUnit_5097,['sun.n'],['sun.n']
LexicalUnit_1182,['dead end.n'],['dead end.n']
LexicalUnit_8854,['elite.n'],['elite.n']
LexicalUnit_5059,['shimmer.n'],['shimmer.n']
LexicalUnit_1271,['Extinction Rebellion.n'],['Extinction Rebellion.n']
LexicalUnit_593,['huckleberry.n'],['huckleberry.n']
LexicalUnit_8088,['tax-payer.n'],['tax-payer.n']
LexicalUnit_4175,['open carry.n'],['open carry.n']
LexicalUnit_4587,['contaminate.v'],['contaminate.v']
LexicalUnit_2204,['darkness.n'],['darkness.n']
LexicalUnit_5922,['pulse.v'],['pulse.v']
LexicalUnit_5428,['jiggle.v'],['jiggle.v']
LexicalUnit_6707,['police.v'],['police.v']
LexicalUnit_2380,['demolition.n'],['demolition.n']
LexicalUnit_3116,['green political party.n'],['green political party.n']
LexicalUnit_7181,['religious syncretism.n'],['religious syncretism.n']
LexicalUnit_8934,['rinse.n'],['rinse.n']
LexicalUnit_6748,['poverty.n line.n'],['poverty.n line.n']
LexicalUnit_6808,['disruption.n'],['disruption.n']
LexicalUnit_2866,['subsidize.v'],['subsidize.v']
LexicalUnit_8038,['spicy.a'],['spicy.a']
LexicalUnit_2412,['unchain.v'],['unchain.v']
LexicalUnit_1839,['Nature Conservancy of Canada.n'],['Nature Conservancy of Canada.n']
LexicalUnit_32,['crossed.a'],['crossed.a']
LexicalUnit_8473,['unemployment benefits.n'],['unemployment benefits.n']
LexicalUnit_3511,['pistol.n'],['pistol.n']
LexicalUnit_3984,['the state.n'],['the state.n']
LexicalUnit_7094,['Christ.n'],['Christ.n']
LexicalUnit_6282,['climb.v'],['climb.v']
LexicalUnit_3671,['shower.v'],['shower.v']
LexicalUnit_5111,['lighten.v'],['lighten.v']
LexicalUnit_3830,['cherry.n'],['cherry.n']
LexicalUnit_81,['rope.n'],['rope.n']
LexicalUnit_695,['float.v'],['float.v']
LexicalUnit_3634,['thermos.n'],['thermos.n']
LexicalUnit_1755,['winner-take-all.a'],['winner-take-all.a']
LexicalUnit_8398,['infringe.v'],['infringe.v']
LexicalUnit_4223,['gun freedom advocate.n'],['gun freedom advocate.n']
LexicalUnit_5229,['repair.v'],['repair.v']
LexicalUnit_8558,['upswing.n'],['upswing.n']
LexicalUnit_3538,['solidity.n'],['solidity.n']
LexicalUnit_2020,['intrepidity.n'],['intrepidity.n']
LexicalUnit_3683,['stream.v'],['stream.v']
LexicalUnit_1147,['weave.v'],['weave.v']
LexicalUnit_5340,['bicycle.v'],['bicycle.v']
LexicalUnit_6442,['pest-hole.n'],['pest-hole.n']
LexicalUnit_7140,['monotheistic.a'],['monotheistic.a']
LexicalUnit_8412,['kiwi.n'],['kiwi.n']
LexicalUnit_8429,['local tsunami.n'],['local tsunami.n']
LexicalUnit_3350,['denim.n'],['denim.n']
LexicalUnit_8279,['eve.n'],['eve.n']
LexicalUnit_464,['obstruct.v'],['obstruct.v']
LexicalUnit_6038,['tuneful.a'],['tuneful.a']
LexicalUnit_4369,['dietician.n'],['dietician.n']
LexicalUnit_6077,['land.n'],['land.n']
LexicalUnit_3593,['groundwater flood.n'],['groundwater flood.n']
LexicalUnit_7435,['nautical.adj'],['nautical.adj']
LexicalUnit_8127,['enticing.a'],['enticing.a']
LexicalUnit_1732,['adversary.n'],['adversary.n']
LexicalUnit_4544,['crash.n'],['crash.n']
LexicalUnit_172,['whiskey.n'],['whiskey.n']
LexicalUnit_5294,['prance.v'],['prance.v']
LexicalUnit_6696,['entertaining.a'],['entertaining.a']
LexicalUnit_6847,['shield.v'],['shield.v']
LexicalUnit_4550,['impact.n'],['impact.n']
LexicalUnit_3286,['ache.n'],['ache.n']
LexicalUnit_2087,['environmental extremist.n'],['environmental extremist.n']
LexicalUnit_8030,['salted.a'],['salted.a']
LexicalUnit_8271,['moment.n'],['moment.n']
LexicalUnit_6799,['continuation.n'],['continuation.n']
LexicalUnit_2185,['perilous.a'],['perilous.a']
LexicalUnit_1078,['ace and eights.n'],['ace and eights.n']
LexicalUnit_6202,['chairman.n'],['chairman.n']
LexicalUnit_3694,['foodstuff.n'],['foodstuff.n']
LexicalUnit_8929,['damp.a'],['damp.a']
LexicalUnit_585,['berry.n'],['berry.n']
LexicalUnit_5939,['undulate.v'],['undulate.v']
LexicalUnit_134,['ozone depletion.n'],['ozone depletion.n']
LexicalUnit_722,['finger.n'],['finger.n']
LexicalUnit_7649,['unconscious.a'],['unconscious.a']
LexicalUnit_3776,['coal.n'],['coal.n']
LexicalUnit_5759,['climate change virtue signaling.n'],['climate change virtue signaling.n']
LexicalUnit_1476,['Pfizer.n'],['Pfizer.n']
LexicalUnit_4530,['thirsty.a'],['thirsty.a']
LexicalUnit_5411,['goose-step.v'],['goose-step.v']
LexicalUnit_5721,['methane leakage.n'],['methane leakage.n']
LexicalUnit_6760,['superior.a'],['superior.a']
LexicalUnit_8061,['ambrosial.a'],['ambrosial.a']
LexicalUnit_3476,['fiery.a'],['fiery.a']
LexicalUnit_8794,['awash.a'],['awash.a']
LexicalUnit_4924,['smoky.a'],['smoky.a']
LexicalUnit_5532,['skulk.v'],['skulk.v']
LexicalUnit_8104,['tax rate.n'],['tax rate.n']
LexicalUnit_3406,['spine-chilling.a'],['spine-chilling.a']
LexicalUnit_1185,['rollercoaster.n'],['rollercoaster.n']
LexicalUnit_7522,['hypersensitive.a'],['hypersensitive.a']
LexicalUnit_8287,['nighttime.n'],['nighttime.n']
LexicalUnit_1664,['decaf.a'],['decaf.a']
LexicalUnit_6136,['stab.v'],['stab.v']
LexicalUnit_3283,['over-priced.a'],['over-priced.a']
LexicalUnit_8568,['immunization.n'],['immunization.n']
LexicalUnit_841,['laundry room.n'],['laundry room.n']
LexicalUnit_1915,['consumption.n'],['consumption.n']
LexicalUnit_6306,['repair.v'],['repair.v']
LexicalUnit_5287,['jive.v'],['jive.v']
LexicalUnit_212,['cat.n'],['cat.n']
LexicalUnit_7091,['Calvinism.n'],['Calvinism.n']
LexicalUnit_1218,['cleaning substance.n'],['cleaning substance.n']
LexicalUnit_4424,['Theresa Tam.pn'],['Theresa Tam.pn']
LexicalUnit_8592,['jewel.n'],['jewel.n']
LexicalUnit_388,['terrain trap.n'],['terrain trap.n']
LexicalUnit_3686,['tide.n'],['tide.n']
LexicalUnit_2405,['destructive.a'],['destructive.a']
LexicalUnit_4337,['serum.n'],['serum.n']
LexicalUnit_876,['milestone.n'],['milestone.n']
LexicalUnit_8214,['thieve.v'],['thieve.v']
LexicalUnit_5914,['convulse.v'],['convulse.v']
LexicalUnit_3361,['silk.n'],['silk.n']
LexicalUnit_7818,['pilot.v'],['pilot.v']
LexicalUnit_3907,['crapshoot.n'],['crapshoot.n']
LexicalUnit_2149,['Fujiwhara effect.n'],['Fujiwhara effect.n']
LexicalUnit_7356,['love.n'],['love.n']
LexicalUnit_5441,['lope.v'],['lope.v']
LexicalUnit_4545,['crash.v'],['crash.v']
LexicalUnit_5160,['comfortable.a'],['comfortable.a']
LexicalUnit_3327,['extinct.n'],['extinct.n']
LexicalUnit_69,['embrace.v'],['embrace.v']
LexicalUnit_3742,['press.v'],['press.v']
LexicalUnit_4262,['bruise.n'],['bruise.n']
LexicalUnit_4692,['pestilent.a'],['pestilent.a']
LexicalUnit_4945,['guffaw.n'],['guffaw.n']
LexicalUnit_8884,['top one%.n'],['top one%.n']
LexicalUnit_8896,['pull.v the trigger.n'],['pull.v the trigger.n']
LexicalUnit_4058,['trail.v'],['trail.v']
LexicalUnit_2308,['scrunch.v'],['scrunch.v']
LexicalUnit_5978,['entrance.n'],['entrance.n']
LexicalUnit_128,['N2O.n'],['N2O.n']
LexicalUnit_1947,['superspreading event.n'],['superspreading event.n']
LexicalUnit_6942,['foot race.n'],['foot race.n']
LexicalUnit_1414,['mitigation of climate change.n'],['mitigation of climate change.n']
LexicalUnit_117,['ambient air quality.n'],['ambient air quality.n']
LexicalUnit_1541,['hydrosphere.n'],['hydrosphere.n']
LexicalUnit_8800,['flounder.v'],['flounder.v']
LexicalUnit_7124,['Good Friday.n'],['Good Friday.n']
LexicalUnit_4135,['NY SAFE Act.n'],['NY SAFE Act.n']
LexicalUnit_7598,['purchase.n'],['purchase.n']
LexicalUnit_3887,['accumulate.v'],['accumulate.v']
LexicalUnit_8679,['tram.v'],['tram.v']
LexicalUnit_5430,['jive.v'],['jive.v']
LexicalUnit_8365,['band-aid.n'],['band-aid.n']
LexicalUnit_5386,['dogsled.v'],['dogsled.v']
LexicalUnit_3745,['shove.v'],['shove.v']
