name,label,hasLemma
LexicalUnit_819,['pillar.n'],['pillar.n']
LexicalUnit_588,['boysenberry.n'],['boysenberry.n']
LexicalUnit_86,['trampoline.n'],['trampoline.n']
LexicalUnit_5666,['parade.v'],['parade.v']
LexicalUnit_3138,['ecoconscious.n'],['ecoconscious.n']
LexicalUnit_2364,['long.v for.prep'],['long.v for.prep']
LexicalUnit_5273,['clog.v'],['clog.v']
LexicalUnit_7153,['religious dogma.n'],['religious dogma.n']
LexicalUnit_6924,['augment.v'],['augment.v']
LexicalUnit_8587,['worth.n'],['worth.n']
LexicalUnit_3169,['responsible energy usage.n'],['responsible energy usage.n']
LexicalUnit_1640,['underclothes.n'],['underclothes.n']
LexicalUnit_8422,['count.v on'],['count.v on']
LexicalUnit_4742,['kooky.a'],['kooky.a']
LexicalUnit_8294,['fatigue.n'],['fatigue.n']
LexicalUnit_5047,['glisten.v'],['glisten.v']
LexicalUnit_7574,['oppressor.n'],['oppressor.n']
LexicalUnit_4427,['listen.v'],['listen.v']
LexicalUnit_4845,['jealousness.n'],['jealousness.n']
LexicalUnit_914,['day.n'],['day.n']
LexicalUnit_1563,['boot.n'],['boot.n']
LexicalUnit_6220,['gorge.v'],['gorge.v']
LexicalUnit_7198,['sinful.a'],['sinful.a']
LexicalUnit_724,['gut.n'],['gut.n']
LexicalUnit_4324,['medicine.n'],['medicine.n']
LexicalUnit_7854,['non-supercell thunderstorm.n'],['non-supercell thunderstorm.n']
LexicalUnit_3110,['environmentalist.n'],['environmentalist.n']
LexicalUnit_3657,['leak.v'],['leak.v']
LexicalUnit_3559,['integration.n'],['integration.n']
LexicalUnit_5448,['mince.v'],['mince.v']
LexicalUnit_709,['numb.v'],['numb.v']
LexicalUnit_3185,['primary case.n'],['primary case.n']
LexicalUnit_4173,['gun possession.n'],['gun possession.n']
LexicalUnit_4920,['murkiness.n'],['murkiness.n']
LexicalUnit_7264,['pocket.n'],['pocket.n']
LexicalUnit_5336,['amble.v'],['amble.v']
LexicalUnit_7163,['religious doctrine.n'],['religious doctrine.n']
LexicalUnit_1584,['jumper.n'],['jumper.n']
LexicalUnit_2400,['stomp.v'],['stomp.v']
LexicalUnit_112,['squall.n'],['squall.n']
LexicalUnit_2425,['diagnosis.n'],['diagnosis.n']
LexicalUnit_4977,['law.n'],['law.n']
LexicalUnit_1197,['clementine.n'],['clementine.n']
LexicalUnit_5595,['taxi.v'],['taxi.v']
LexicalUnit_6791,['final.a'],['final.a']
LexicalUnit_4481,['pubescent.n'],['pubescent.n']
LexicalUnit_6334,['spend.v'],['spend.v']
LexicalUnit_5019,['illegality.n'],['illegality.n']
LexicalUnit_6533,['hassle.v'],['hassle.v']
LexicalUnit_884,['strain.n'],['strain.n']
LexicalUnit_8151,['cloth.n'],['cloth.n']
LexicalUnit_8879,['the 1 percent.n'],['the 1 percent.n']
LexicalUnit_4155,['gun show.n'],['gun show.n']
LexicalUnit_6204,['director.n'],['director.n']
LexicalUnit_7935,['graft.v'],['graft.v']
LexicalUnit_3289,['achy.a'],['achy.a']
LexicalUnit_3046,['polluter pays principle.n'],['polluter pays principle.n']
LexicalUnit_4174,['gun-toting.a'],['gun-toting.a']
LexicalUnit_6512,['width.n'],['width.n']
LexicalUnit_2717,['slump.v'],['slump.v']
LexicalUnit_8083,['taxing.n'],['taxing.n']
LexicalUnit_7568,['slavery.n'],['slavery.n']
LexicalUnit_2830,['ecofuel.n'],['ecofuel.n']
LexicalUnit_7396,['roughness.n'],['roughness.n']
LexicalUnit_6784,['complete.v'],['complete.v']
LexicalUnit_274,['vaccine conspiracy.n'],['vaccine conspiracy.n']
LexicalUnit_7690,['silkiness.n'],['silkiness.n']
LexicalUnit_4599,['earn.v'],['earn.v']
LexicalUnit_7743,['ask.v'],['ask.v']
LexicalUnit_8381,['patient.n'],['patient.n']
LexicalUnit_8408,['banana.n'],['banana.n']
LexicalUnit_54,['lobby.n'],['lobby.n']
LexicalUnit_1725,['soothing.a'],['soothing.a']
LexicalUnit_7189,['religious view.n'],['religious view.n']
LexicalUnit_350,['aggressor.n'],['aggressor.n']
LexicalUnit_2446,['red blood cell count.n'],['red blood cell count.n']
LexicalUnit_929,['November.n'],['November.n']
LexicalUnit_4908,['slayer.n'],['slayer.n']
LexicalUnit_3383,['sibling.n'],['sibling.n']
LexicalUnit_623,['soft drink.n'],['soft drink.n']
LexicalUnit_1721,['reassurance.n'],['reassurance.n']
LexicalUnit_2960,['employ.v'],['employ.v']
LexicalUnit_3848,['devoid.a'],['devoid.a']
LexicalUnit_6934,['most.a'],['most.a']
LexicalUnit_691,['cast off.v'],['cast off.v']
LexicalUnit_8622,['flame-out.n'],['flame-out.n']
LexicalUnit_8324,['flashing green light.n'],['flashing green light.n']
LexicalUnit_4723,['slurp.v'],['slurp.v']
LexicalUnit_3748,['drag.v'],['drag.v']
LexicalUnit_5620,['trudge.v'],['trudge.v']
LexicalUnit_653,['artery.n'],['artery.n']
LexicalUnit_6950,['lap.v'],['lap.v']
LexicalUnit_4822,['interior.n'],['interior.n']
LexicalUnit_3537,['rigidity.n'],['rigidity.n']
LexicalUnit_6462,['crippled.a'],['crippled.a']
LexicalUnit_19,['accompaniment.n'],['accompaniment.n']
LexicalUnit_5447,['meander.v'],['meander.v']
LexicalUnit_137,['ozone.n'],['ozone.n']
LexicalUnit_5790,['monotonousness.n'],['monotonousness.n']
LexicalUnit_2868,['economic status'],['economic status']
LexicalUnit_1148,['wind.v'],['wind.v']
LexicalUnit_1228,['soap flakes.n'],['soap flakes.n']
LexicalUnit_4662,['low-priced.a'],['low-priced.a']
LexicalUnit_6792,['finish.n'],['finish.n']
LexicalUnit_1746,['loser.n'],['loser.n']
LexicalUnit_3889,['acquire.v'],['acquire.v']
LexicalUnit_4036,['sorrowful.adj'],['sorrowful.adj']
LexicalUnit_2838,['green energy.n'],['green energy.n']
LexicalUnit_5552,['spew.v'],['spew.v']
LexicalUnit_2079,['eco-radical organization.n'],['eco-radical organization.n']
LexicalUnit_411,['sidestep.v'],['sidestep.v']
LexicalUnit_6806,['unfolding.a'],['unfolding.a']
LexicalUnit_8698,['viral.a'],['viral.a']
LexicalUnit_1939,['infect.v'],['infect.v']
LexicalUnit_3624,['goblet.n'],['goblet.n']
LexicalUnit_5884,['inch.v'],['inch.v']
LexicalUnit_177,['amass.v'],['amass.v']
LexicalUnit_4242,['gleeful.a'],['gleeful.a']
LexicalUnit_7224,['worshipper.n'],['worshipper.n']
LexicalUnit_504,['top of the totem pole.n'],['top of the totem pole.n']
LexicalUnit_3011,['smog.n'],['smog.n']
LexicalUnit_5732,['chieftain.n'],['chieftain.n']
LexicalUnit_3263,['thrill.v'],['thrill.v']
LexicalUnit_20,['accompany.v'],['accompany.v']
LexicalUnit_7491,['dance.v'],['dance.v']
LexicalUnit_2178,['imperil.v'],['imperil.v']
LexicalUnit_3104,['environmental movement.n'],['environmental movement.n']
LexicalUnit_3962,['true.a'],['true.a']
LexicalUnit_5499,['rove.v'],['rove.v']
LexicalUnit_5264,['wizard.n'],['wizard.n']
LexicalUnit_2963,['employment.n'],['employment.n']
LexicalUnit_4440,['simmering.a'],['simmering.a']
LexicalUnit_6768,['dignity.n'],['dignity.n']
LexicalUnit_156,['gin.n'],['gin.n']
LexicalUnit_5769,['green virtue signaling.n'],['green virtue signaling.n']
LexicalUnit_68,['embrace.n'],['embrace.n']
LexicalUnit_7199,['syncretic religion.n'],['syncretic religion.n']
LexicalUnit_8596,['prized.a'],['prized.a']
LexicalUnit_7155,['religiosity.n'],['religiosity.n']
LexicalUnit_3484,['incendiary.a'],['incendiary.a']
LexicalUnit_3575,['flit.v'],['flit.v']
LexicalUnit_1510,['climate feedback.n'],['climate feedback.n']
LexicalUnit_2621,['disseminate.v'],['disseminate.v']
LexicalUnit_5855,['mothering.a'],['mothering.a']
LexicalUnit_848,['room.n'],['room.n']
LexicalUnit_587,['blueberry.n'],['blueberry.n']
LexicalUnit_5584,['sway.v'],['sway.v']
LexicalUnit_4030,['misery.n'],['misery.n']
LexicalUnit_1809,['worn-out.a'],['worn-out.a']
LexicalUnit_6455,['blistering.a'],['blistering.a']
LexicalUnit_6496,['swollen.a'],['swollen.a']
LexicalUnit_6614,['destabilize.v'],['destabilize.v']
LexicalUnit_9022,['zeal.n'],['zeal.n']
LexicalUnit_4477,['nascent.a'],['nascent.a']
LexicalUnit_8118,['rooibos.n'],['rooibos.n']
LexicalUnit_5187,['fondness.n'],['fondness.n']
LexicalUnit_6502,['twisted.a'],['twisted.a']
LexicalUnit_741,['bay.n'],['bay.n']
LexicalUnit_7939,['laproscopic surgery.n'],['laproscopic surgery.n']
LexicalUnit_1990,['cost.v'],['cost.v']
LexicalUnit_1956,['gloves.n'],['gloves.n']
LexicalUnit_5049,['glitter.n'],['glitter.n']
LexicalUnit_7167,['religious following.n'],['religious following.n']
LexicalUnit_6090,['arbitrator.n'],['arbitrator.n']
LexicalUnit_1501,['climate attribution science.n'],['climate attribution science.n']
LexicalUnit_4940,['giggle.n'],['giggle.n']
LexicalUnit_4588,['contaminated.a'],['contaminated.a']
LexicalUnit_6617,['stable.a'],['stable.a']
LexicalUnit_4489,['absurdity.n'],['absurdity.n']
LexicalUnit_7606,['gag.v'],['gag.v']
LexicalUnit_7960,['segmental resection.n'],['segmental resection.n']
LexicalUnit_9008,['toiler.n'],['toiler.n']
LexicalUnit_7164,['religious dogmatism.n'],['religious dogmatism.n']
LexicalUnit_7204,['theologian.n'],['theologian.n']
LexicalUnit_8807,['marshland.n'],['marshland.n']
LexicalUnit_7794,['starving.a'],['starving.a']
LexicalUnit_92,['slope.v'],['slope.v']
LexicalUnit_7903,['supporting.a'],['supporting.a']
LexicalUnit_1084,['poker.n'],['poker.n']
LexicalUnit_8399,['infringement.n'],['infringement.n']
LexicalUnit_6254,['sponge.n'],['sponge.n']
LexicalUnit_3048,['transboundary permits.n'],['transboundary permits.n']
LexicalUnit_6603,['stamina.n'],['stamina.n']
LexicalUnit_5398,['flood.v'],['flood.v']
LexicalUnit_5486,['raft.v'],['raft.v']
LexicalUnit_2859,['sustainable resource.n'],['sustainable resource.n']
LexicalUnit_1649,['americano.n'],['americano.n']
LexicalUnit_694,['ferry.v'],['ferry.v']
LexicalUnit_4025,['grief.n'],['grief.n']
LexicalUnit_6053,['narrowing.v'],['narrowing.v']
LexicalUnit_6328,['expense.n'],['expense.n']
LexicalUnit_314,['debate.v'],['debate.v']
LexicalUnit_2002,['The U.S..n'],['The U.S..n']
LexicalUnit_1486,['Chinese virus.n'],['Chinese virus.n']
LexicalUnit_5290,['lurch.v'],['lurch.v']
LexicalUnit_8936,['soaked.a'],['soaked.a']
LexicalUnit_2563,['homeopathy.n'],['homeopathy.n']
LexicalUnit_2718,['spiral.v'],['spiral.v']
LexicalUnit_4362,['anesthesiologist.n'],['anesthesiologist.n']
LexicalUnit_4259,['bite.v'],['bite.v']
LexicalUnit_5581,['stump.v'],['stump.v']
LexicalUnit_1285,['ecoanxiety.n'],['ecoanxiety.n']
LexicalUnit_7186,['religiously significant.a'],['religiously significant.a']
LexicalUnit_5415,['hasten.v'],['hasten.v']
LexicalUnit_5369,['clog.v'],['clog.v']
LexicalUnit_5547,['sneak.v'],['sneak.v']
LexicalUnit_7772,['steadiness.n'],['steadiness.n']
LexicalUnit_2292,['Target diameter harvesting.n'],['Target diameter harvesting.n']
LexicalUnit_8230,['theory.n'],['theory.n']
LexicalUnit_192,['analyse.v'],['analyse.v']
LexicalUnit_4861,['trek.v'],['trek.v']
LexicalUnit_6609,['brace.v'],['brace.v']
LexicalUnit_401,['dodge.v'],['dodge.v']
LexicalUnit_2741,['coke.n'],['coke.n']
LexicalUnit_8295,['fatigued.a'],['fatigued.a']
LexicalUnit_4383,['immunologist.n'],['immunologist.n']
LexicalUnit_2040,['producer.n'],['producer.n']
LexicalUnit_7908,['superficial.a'],['superficial.a']
LexicalUnit_4382,['hospitalist.n'],['hospitalist.n']
LexicalUnit_573,['wobbly.a'],['wobbly.a']
LexicalUnit_5460,['paddle.v'],['paddle.v']
LexicalUnit_1364,['climate grieving.n'],['climate grieving.n']
LexicalUnit_2793,['slow earthquake.n'],['slow earthquake.n']
LexicalUnit_6611,['build.v'],['build.v']
LexicalUnit_5809,['grandmother.n'],['grandmother.n']
LexicalUnit_2584,['malodorous.a'],['malodorous.a']
LexicalUnit_3134,['eco-conscious living.n'],['eco-conscious living.n']
LexicalUnit_2580,['disgusting.a'],['disgusting.a']
LexicalUnit_4186,['gun rights legislation.n'],['gun rights legislation.n']
LexicalUnit_8377,['hospitalization.n'],['hospitalization.n']
LexicalUnit_4008,['avariciousness.n'],['avariciousness.n']
LexicalUnit_1011,['small cell lung carcinoma.n'],['small cell lung carcinoma.n']
LexicalUnit_3069,['tangle.v'],['tangle.v']
LexicalUnit_5420,['hop.v'],['hop.v']
LexicalUnit_6370,['sensory.a'],['sensory.a']
LexicalUnit_6971,['dash.v'],['dash.v']
LexicalUnit_3006,['deforestation.n'],['deforestation.n']
LexicalUnit_3293,['hurt.v'],['hurt.v']
LexicalUnit_7790,['ravenous.a'],['ravenous.a']
LexicalUnit_5752,['setback.n'],['setback.n']
LexicalUnit_2856,['solid biomass.n'],['solid biomass.n']
LexicalUnit_3693,['food.n'],['food.n']
LexicalUnit_6989,['skedaddle.v'],['skedaddle.v']
LexicalUnit_5642,['wind.v'],['wind.v']
LexicalUnit_5905,['desert.v'],['desert.v']
LexicalUnit_1420,['climate optimism.n'],['climate optimism.n']
LexicalUnit_8437,['autocratic.a'],['autocratic.a']
LexicalUnit_2848,['ocean energy.n'],['ocean energy.n']
LexicalUnit_7878,['chasm.n'],['chasm.n']
LexicalUnit_1286,['ecoparalysis.n'],['ecoparalysis.n']
LexicalUnit_3655,['hiss.v'],['hiss.v']
LexicalUnit_7057,['vacuum.v'],['vacuum.v']
LexicalUnit_6456,['broken.n'],['broken.n']
LexicalUnit_6762,['top-notch.a'],['top-notch.a']
LexicalUnit_7570,['subjugation.n'],['subjugation.n']
LexicalUnit_3038,['Intergovernmental Panel on Climate Change.n'],['Intergovernmental Panel on Climate Change.n']
LexicalUnit_8742,['enfranchise.v'],['enfranchise.v']
LexicalUnit_6794,['halt.n'],['halt.n']
LexicalUnit_1363,['climate grief.n'],['climate grief.n']
LexicalUnit_5956,['cripple.v'],['cripple.v']
LexicalUnit_7975,['tissue.n'],['tissue.n']
LexicalUnit_8699,['virus.n'],['virus.n']
LexicalUnit_371,['smack.v'],['smack.v']
LexicalUnit_6164,['pornography.n'],['pornography.n']
LexicalUnit_1392,['climate action incentive payment.n'],['climate action incentive payment.n']
LexicalUnit_971,['infiltrating lobular carcinoma.n'],['infiltrating lobular carcinoma.n']
LexicalUnit_7278,['restaurant.n'],['restaurant.n']
LexicalUnit_7952,['oral and maxillofacial surgery.n'],['oral and maxillofacial surgery.n']
LexicalUnit_3716,['salted.a'],['salted.a']
LexicalUnit_8263,['tight.a'],['tight.a']
LexicalUnit_2823,['snack.v'],['snack.v']
LexicalUnit_7890,['hell hole.n'],['hell hole.n']
LexicalUnit_3054,['virtual elimination list.n'],['virtual elimination list.n']
LexicalUnit_3755,['swing.v'],['swing.v']
LexicalUnit_6491,['scar.v'],['scar.v']
LexicalUnit_3248,['obesity.n'],['obesity.n']
LexicalUnit_7676,['malodorous.a'],['malodorous.a']
LexicalUnit_3007,['greenhouse gas.n'],['greenhouse gas.n']
LexicalUnit_8187,['larcenist.n'],['larcenist.n']
LexicalUnit_90,['slippery.a slope.n'],['slippery.a slope.n']
LexicalUnit_3080,['eco-technology.n'],['eco-technology.n']
LexicalUnit_7235,['unburden.v'],['unburden.v']
LexicalUnit_424,['wakeful.a'],['wakeful.a']
LexicalUnit_242,['bother.v'],['bother.v']
LexicalUnit_5829,['maternity unit.n'],['maternity unit.n']
LexicalUnit_5328,['tango.v'],['tango.v']
LexicalUnit_5390,['drive.v'],['drive.v']
LexicalUnit_5680,['maze.n'],['maze.n']
LexicalUnit_2316,['tweak.v'],['tweak.v']
LexicalUnit_7915,['arthrodesis.n'],['arthrodesis.n']
LexicalUnit_8273,['split second.n'],['split second.n']
LexicalUnit_2512,['converse.v'],['converse.v']
LexicalUnit_6335,['spending.n'],['spending.n']
LexicalUnit_2302,['grind.n'],['grind.n']
LexicalUnit_6114,['nutritional.a'],['nutritional.a']
LexicalUnit_2863,['wind turbine.n'],['wind turbine.n']
LexicalUnit_3828,['apricot.n'],['apricot.n']
LexicalUnit_5117,['bedding.n'],['bedding.n']
LexicalUnit_7727,['deafening.a'],['deafening.a']
LexicalUnit_6747,['poverty.n'],['poverty.n']
LexicalUnit_3099,['environmental infrastructure solutions.n'],['environmental infrastructure solutions.n']
LexicalUnit_3385,['son.n'],['son.n']
LexicalUnit_3949,['genomic surveillance system.n'],['genomic surveillance system.n']
LexicalUnit_8535,['leap.v'],['leap.v']
LexicalUnit_3790,['free.a'],['free.a']
LexicalUnit_2266,['decide.v'],['decide.v']
LexicalUnit_6066,['natural disaster mortality rate.n'],['natural disaster mortality rate.n']
LexicalUnit_313,['debate.n'],['debate.n']
LexicalUnit_8789,['warm.a'],['warm.a']
LexicalUnit_4331,['pill.n'],['pill.n']
LexicalUnit_5202,['rapaciousness.n'],['rapaciousness.n']
LexicalUnit_8576,['vaccine bank.n'],['vaccine bank.n']
LexicalUnit_6351,['relaxing.a'],['relaxing.a']
LexicalUnit_5816,['mater.n'],['mater.n']
LexicalUnit_6565,['bridge.n'],['bridge.n']
LexicalUnit_8951,['forest.n'],['forest.n']
LexicalUnit_6571,['freeway.n'],['freeway.n']
LexicalUnit_4013,['anguish.n'],['anguish.n']
LexicalUnit_1306,['climate change supporter.n'],['climate change supporter.n']
LexicalUnit_8543,['rise.n'],['rise.n']
LexicalUnit_5833,['matriarchal.a'],['matriarchal.a']
LexicalUnit_959,['cancerous.a'],['cancerous.a']
LexicalUnit_8314,['twister.n'],['twister.n']
LexicalUnit_4967,['coin-op laundry.n'],['coin-op laundry.n']
LexicalUnit_4490,['absurdness.n'],['absurdness.n']
LexicalUnit_2401,['trash.v'],['trash.v']
LexicalUnit_6474,['impotent.a'],['impotent.a']
LexicalUnit_8394,['treatment.n'],['treatment.n']
LexicalUnit_1660,['coffee time.n'],['coffee time.n']
LexicalUnit_8522,['ascent.n'],['ascent.n']
LexicalUnit_8354,['scrap heap.n'],['scrap heap.n']
LexicalUnit_2227,['carcass.n'],['carcass.n']
LexicalUnit_8433,['tidal wave.n'],['tidal wave.n']
LexicalUnit_4139,['regulation on firearm.n'],['regulation on firearm.n']
LexicalUnit_6355,['soothing.a'],['soothing.a']
LexicalUnit_5582,['swagger.v'],['swagger.v']
LexicalUnit_7301,['revival.n'],['revival.n']
LexicalUnit_624,['sparkling water.n'],['sparkling water.n']
LexicalUnit_2867,['subsidy.n'],['subsidy.n']
LexicalUnit_7118,['exegesis.n'],['exegesis.n']
LexicalUnit_3400,['horrify.v'],['horrify.v']
LexicalUnit_6281,['charge.v'],['charge.v']
LexicalUnit_2974,['energize.v'],['energize.v']
LexicalUnit_6235,['surfeit.v'],['surfeit.v']
LexicalUnit_7408,['forlorn.a'],['forlorn.a']
LexicalUnit_7638,['napping.a'],['napping.a']
LexicalUnit_7600,['purchaser.n'],['purchaser.n']
LexicalUnit_6286,['depart.v'],['depart.v']
LexicalUnit_1186,['rotary.n'],['rotary.n']
LexicalUnit_8483,['hare-brained.a'],['hare-brained.a']
LexicalUnit_390,['wet sluff.n'],['wet sluff.n']
LexicalUnit_4778,['motivate.v'],['motivate.v']
LexicalUnit_2578,['treatment.n'],['treatment.n']
LexicalUnit_4560,['safety net.n'],['safety net.n']
LexicalUnit_5792,['sameness.n'],['sameness.n']
LexicalUnit_119,['atmospheric pollution.n'],['atmospheric pollution.n']
LexicalUnit_2956,['shamefulness.n'],['shamefulness.n']
LexicalUnit_3896,['regain.v'],['regain.v']
LexicalUnit_3972,['valley.n'],['valley.n']
LexicalUnit_4152,['gun maker.n'],['gun maker.n']
LexicalUnit_1565,['brassiere.n'],['brassiere.n']
LexicalUnit_6764,['top of the line.a'],['top of the line.a']
LexicalUnit_557,['balance.v'],['balance.v']
LexicalUnit_8889,['well-off.a'],['well-off.a']
LexicalUnit_874,['heavy.a load.n'],['heavy.a load.n']
LexicalUnit_357,['attack.n'],['attack.n']
LexicalUnit_6107,['rove.v'],['rove.v']
LexicalUnit_3996,['clinging.v'],['clinging.v']
LexicalUnit_2276,['dwindle.v'],['dwindle.v']
LexicalUnit_2564,['immunization.n'],['immunization.n']
LexicalUnit_3944,['DNA.n'],['DNA.n']
LexicalUnit_3469,['char.v'],['char.v']
LexicalUnit_1188,['round-a-bout.n'],['round-a-bout.n']
LexicalUnit_4166,['bear.v arms'],['bear.v arms']
LexicalUnit_5068,['beacon.n'],['beacon.n']
LexicalUnit_8245,['thirsting.a'],['thirsting.a']
LexicalUnit_413,['alert.a'],['alert.a']
LexicalUnit_197,['infuriated.a'],['infuriated.a']
LexicalUnit_3902,['bet.v'],['bet.v']
LexicalUnit_8943,['backwater.n'],['backwater.n']
LexicalUnit_1585,['jumpsuit.n'],['jumpsuit.n']
LexicalUnit_4513,['ludicrousness.n'],['ludicrousness.n']
LexicalUnit_2833,['electrofuel.n'],['electrofuel.n']
LexicalUnit_269,['pin.v down by'],['pin.v down by']
LexicalUnit_4332,['placebo.n'],['placebo.n']
LexicalUnit_5808,['grandma.n'],['grandma.n']
LexicalUnit_4628,['expansion.n'],['expansion.n']
LexicalUnit_2130,['curricula.n'],['curricula.n']
LexicalUnit_5277,['flap.v'],['flap.v']
LexicalUnit_5139,['watery.a'],['watery.a']
LexicalUnit_6116,['nutritious.a food.n'],['nutritious.a food.n']
LexicalUnit_2339,['saintliness.n'],['saintliness.n']
LexicalUnit_332,['adjoin.v'],['adjoin.v']
LexicalUnit_5198,['lust.n'],['lust.n']
LexicalUnit_3433,['maneater.n'],['maneater.n']
LexicalUnit_5395,['flit.v'],['flit.v']
LexicalUnit_817,['keystone.n'],['keystone.n']
LexicalUnit_4867,['judgement.n'],['judgement.n']
LexicalUnit_4097,['gun-control lobbyist.n'],['gun-control lobbyist.n']
LexicalUnit_5996,['come.v'],['come.v']
LexicalUnit_7925,['dissect.v'],['dissect.v']
LexicalUnit_245,['exasperate.v'],['exasperate.v']
LexicalUnit_1466,['AstraZeneca.n'],['AstraZeneca.n']
LexicalUnit_3216,['Frankenstein.n'],['Frankenstein.n']
LexicalUnit_5265,['wizardly.a'],['wizardly.a']
LexicalUnit_8102,['sales tax.n'],['sales tax.n']
LexicalUnit_6592,['brace.v'],['brace.v']
LexicalUnit_5977,['enter.v'],['enter.v']
LexicalUnit_4396,['obstetrician.n'],['obstetrician.n']
LexicalUnit_7083,['beatitude.n'],['beatitude.n']
LexicalUnit_648,['mosquito.n'],['mosquito.n']
LexicalUnit_8612,['vehicle.n'],['vehicle.n']
LexicalUnit_5570,['stomp.v'],['stomp.v']
LexicalUnit_7454,['Second Amendment policy.n'],['Second Amendment policy.n']
LexicalUnit_637,['birth.n'],['birth.n']
LexicalUnit_1978,['controlled.a'],['controlled.a']
LexicalUnit_2365,['longing.n'],['longing.n']
LexicalUnit_5026,['resolution.n'],['resolution.n']
LexicalUnit_1573,['dress.n'],['dress.n']
LexicalUnit_7234,['take.v the load off'],['take.v the load off']
LexicalUnit_5681,['obstacle course.n'],['obstacle course.n']
LexicalUnit_1448,['essential services.n'],['essential services.n']
LexicalUnit_4721,['sip.v'],['sip.v']
LexicalUnit_4657,['economical.a'],['economical.a']
LexicalUnit_7482,['bop.v'],['bop.v']
LexicalUnit_7993,['shocked.a'],['shocked.a']
LexicalUnit_599,['beverage.n'],['beverage.n']
LexicalUnit_1131,['yank.v out'],['yank.v out']
LexicalUnit_263,['forcible.a'],['forcible.a']
LexicalUnit_8470,['the unemployed.n'],['the unemployed.n']
LexicalUnit_777,['spunk.n'],['spunk.n']
LexicalUnit_805,['brick.n'],['brick.n']
LexicalUnit_5038,['legislature.n'],['legislature.n']
LexicalUnit_1260,['climate demand.n'],['climate demand.n']
LexicalUnit_8908,"[""sheep's clothing.n""]","[""sheep's clothing.n""]"
LexicalUnit_4129,['gun ownership regulation.n'],['gun ownership regulation.n']
LexicalUnit_7977,['triple-bypass.n'],['triple-bypass.n']
LexicalUnit_1742,['contestant.n'],['contestant.n']
LexicalUnit_8888,['wealthy.n'],['wealthy.n']
LexicalUnit_1921,['contact.n'],['contact.n']
LexicalUnit_3584,['waft.v'],['waft.v']
LexicalUnit_6418,['defeatism.n'],['defeatism.n']
LexicalUnit_2900,['testing.n'],['testing.n']
LexicalUnit_4249,['overjoyed.a'],['overjoyed.a']
LexicalUnit_4722,['slurp.n'],['slurp.n']
LexicalUnit_8559,['upward mobility.n'],['upward mobility.n']
LexicalUnit_5738,['lieutenant.n'],['lieutenant.n']
LexicalUnit_8420,['pineapple.n'],['pineapple.n']
LexicalUnit_7718,['social event.n'],['social event.n']
LexicalUnit_1367,['eco-grieving.n'],['eco-grieving.n']
LexicalUnit_426,['axial.a'],['axial.a']
LexicalUnit_7650,['unconsciousness.n'],['unconsciousness.n']
LexicalUnit_8825,['whirlpool.n'],['whirlpool.n']
LexicalUnit_442,['repair.v'],['repair.v']
LexicalUnit_1438,['COVID-19.n'],['COVID-19.n']
LexicalUnit_7208,['bow to.v'],['bow to.v']
LexicalUnit_5061,['shimmering.a'],['shimmering.a']
LexicalUnit_1812,['confident.a'],['confident.a']
LexicalUnit_2763,['scratchy.a eye.n'],['scratchy.a eye.n']
LexicalUnit_6964,['bustle.v'],['bustle.v']
LexicalUnit_4847,['backpack.v'],['backpack.v']
LexicalUnit_6494,['sickness.n'],['sickness.n']
LexicalUnit_3352,['fleece.n'],['fleece.n']
LexicalUnit_2004,['US.n'],['US.n']
LexicalUnit_4495,['droll.a'],['droll.a']
LexicalUnit_2510,['stumble.v across'],['stumble.v across']
LexicalUnit_873,['heavy.a'],['heavy.a']
LexicalUnit_1544,['ozone forming potential.n'],['ozone forming potential.n']
LexicalUnit_634,['talon.n'],['talon.n']
LexicalUnit_1574,['footwear.n'],['footwear.n']
LexicalUnit_2039,['produce.v'],['produce.v']
LexicalUnit_7850,['electrical storm.n'],['electrical storm.n']
LexicalUnit_6408,['they.n'],['they.n']
LexicalUnit_8528,['climbing.v ladder'],['climbing.v ladder']
LexicalUnit_1394,['climate change action plan.n'],['climate change action plan.n']
LexicalUnit_1095,['care.v for'],['care.v for']
LexicalUnit_7712,['pack.n'],['pack.n']
LexicalUnit_4143,['gun control debate.n'],['gun control debate.n']
LexicalUnit_7680,['smelly.a'],['smelly.a']
LexicalUnit_4748,['madness.n'],['madness.n']
LexicalUnit_1833,['so.c'],['so.c']
LexicalUnit_3676,['spill.v'],['spill.v']
LexicalUnit_1737,['compete.v'],['compete.v']
LexicalUnit_7978,['urological surgery.n'],['urological surgery.n']
LexicalUnit_7777,['lasting.a'],['lasting.a']
LexicalUnit_3494,['rekindle.v'],['rekindle.v']
LexicalUnit_2215,['pall.n'],['pall.n']
LexicalUnit_8400,['intrude.v'],['intrude.v']
LexicalUnit_8811,['morass.n'],['morass.n']
LexicalUnit_1623,['sneaker.n'],['sneaker.n']
LexicalUnit_168,['sherry.n'],['sherry.n']
LexicalUnit_2524,['fever.n'],['fever.n']
LexicalUnit_1052,['neoadjuvant therapy.n'],['neoadjuvant therapy.n']
LexicalUnit_4287,['stunt.v'],['stunt.v']
LexicalUnit_4443,['steaming.a'],['steaming.a']
LexicalUnit_7795,['voracious.a'],['voracious.a']
LexicalUnit_3427,['gorilla.n'],['gorilla.n']
LexicalUnit_903,['buried.v'],['buried.v']
LexicalUnit_4416,['radiologist.n'],['radiologist.n']
